StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_7,S1A1_8,S1A1_9,S1A2_7,S1A2_8,S1A2_9,S1A3_7,S1A3_8,S1A3_9,S1A4_7,S1A4_8,S1A4_9,S1A5_7,S1A5_8,S1A5_9,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 13:58,8/21/2020 14:21,0,,100,1378,1,8/21/2020 14:21,R_3HNaBSYH4PODrVa,,,,,,,anonymous,EN,angry,sad,anxiety,feel,crying,29.911,125.103,131.559,19,85,98,96,98,97,97,97,94,98,96,93,98,94,99,97,angry,secure,shouk,definite,escape,32.706,180.793,185.306,26,81,97,97,95,97,,93,92,100,92,100,97,93,99,97,horn,warn,advise,over tack,definite,59.629,158.173,160.666,10,90,96,99,97,94,100,93,100,98,93,99,96,99,94,97,nervous,preplane,slow drive,help ,worry,57.054,218.754,220.727,21,85,100,99,94,90,96,90,98,98,97,94,100,97,94,96,give foods,give water,she is pick a dog ,she is pity,anxiety,1.231,291.477,293.77,10,90,99,96,98,94,98,88,97,98,99,95,98,94,99,99,panic,nervous,horry,disposed,confused,114.909,171.533,181.54,8,87,99,98,97,95,98,93,99,95,90,99,98,100,96,95,,27,1,5,,6,1,2,3,4,5,1,6
8/21/2020 13:58,8/21/2020 14:21,0,,100,1409,1,8/21/2020 14:21,R_3QQMXLuTVEFSLfA,,,,,,,anonymous,EN,sneak in,buy a new ticket,go get his ticket,steal a ticket,not go to the concert,15.019,15.019,196.646,1,60,72,52,52,100,100,39,100,100,10,0,8,100,100,100,politely explain to his parents whats happening,ignore it,guard her own stuff better,pick up and leave,ask around if anybody knows the kid,30.401,117.657,118.794,5,100,100,100,74,22,83,100,100,100,78,47,71,17,100,39,pull onto the side of the road ,stop his car in a safe location,call 911,flash his brights,make sure his seat belt is on,52.571,153.866,200.825,3,84,100,100,100,100,100,60,100,100,51,100,100,100,100,100,tell her no,drive her for free,drive her for a fee,call the police ,let her use your phone for a ride,30.556,39.724,67.473,3,100,50,79,71,100,95,100,73,100,9,26,2,100,100,100,call the cop,break a window,ignore the dog,go to the store and page the owner,tell others in the parking lot,13.311,45.239,48.812,3,100,100,100,100,100,73,4,2,3,34,100,44,13,95,95,leave the line and put his knife in the car,tell security about it,turn the knife over for condiscation,hide it in something on the street,give it to somebody to hold,19.153,36.049,69.893,2,100,100,100,48,100,100,8,100,42,9,2,18,8,1,26,,36,2,5,,8,3,3,5,1,4,6,2
8/21/2020 14:11,8/21/2020 14:21,0,,100,631,1,8/21/2020 14:21,R_PvOt6gom2CqaSDn,,,,,,,anonymous,EN,Forget,Friend,missing,ticket,approach,1.079,2.907,97.609,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,family,children,playing,beach,teenager,1.196,1.196,28.457,1,100,100,99,100,98,97,99,98,96,100,100,100,97,96,95,road,driver,car,drifting,lanes,1.323,1.323,18.28,1,100,99,100,99,96,98,96,97,97,98,97,95,94,95,96,work from home,approach,ride,plan,direction,1.381,1.381,117.965,1,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,parking,summer day,windows,dog,tired,1.638,21.18,21.719,2,97,85,100,98,100,99,97,97,97,95,95,98,100,98,98,Food festival,airport,realize,favorite,knife,2.089,2.089,39.305,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,30,2,5,,5,1,1,5,6,3,4,2
8/21/2020 14:03,8/21/2020 14:23,0,,100,1157,1,8/21/2020 14:23,R_9H6J5EOsgnT39MR,,,,,,,anonymous,EN,buy another ticket,go home,wait until it starts and slip in,take a ticket from someone,cry,29.916,103.718,113.644,7,88,93,83,81,95,87,72,9,29,10,4,5,60,48,18,ask him if he is part of the family,call the family in from the water,call the security guard,ignore it,get  a good description of the person,21.131,135.614,155.26,13,93,94,88,93,95,88,85,89,91,24,5,53,91,91,91,call 911,stay a safe distance behind,blow your horn,run him off the road,report the license number,26.996,104.018,115.906,8,100,100,100,100,95,97,93,95,84,61,77,51,100,100,100,take her where she wants to go,refuse to take her anywhere,take her as far as he is going,give her money for a bus,take her home with him,1.429,88.464,111.806,9,40,96,34,20,3,78,81,74,79,61,95,35,8,92,9,break the window,call security,call 911,stay there till help arrives,report thgese people to animal cruelty,21.992,85.117,99.831,6,92,96,97,95,97,95,97,97,97,98,98,98,98,98,98,leave the knife there,try to get through with it,explain the situation,don't get on the plane,get a loxker for the knife,24.719,70.696,80.361,9,86,92,80,50,14,35,83,92,86,92,92,92,87,94,72,,67,2,5,,5,5,2,3,6,1,5,4
8/21/2020 14:13,8/21/2020 14:23,0,,100,597,1,8/21/2020 14:23,R_3Dec7S9Tg1xcVqs,,,,,,,anonymous,EN,Leave with Ted and go do something else,Ask Ted to wait for you to come out,See if Ted can sneak in to the concert,Call Ted's home and have the ticket brought,Buy a scalped ticket for him,0,0,72.436,0,58,96,93,60,96,93,21,39,25,43,89,79,23,57,34,Watch the teenager carefully and see if they take something,Call out and ask if that is their bag,Go tell the other family that someone is in their bag,Inform the lifeguards,Ignore the situation entirely,0,0,69.718,0,84,95,96,34,90,71,31,90,74,26,89,89,28,15,48,Stay far behind the other car,"Take down the license plate number, just in case",Call the police,Wait for an opportune moment and speed ahead,"Get off at the next exit, or wait for the other driver to go on ahead",5.942,5.942,63.35,1,86,96,92,38,91,94,29,86,90,7,5,11,25,94,96,Agree to give her a ride,Refuse her request outright,Ask for more information about her trip's purpose,Ignore her and leave,Make up an excuse,0,0,40.541,0,13,85,32,65,74,75,27,88,69,34,18,52,71,56,76,Break the glass immediately,Inform the mall security,See if the door is unlocked and roll down the window,Call the police,Ignore it and walk away,0,0,37.176,0,7,89,27,61,95,79,61,95,91,73,98,96,8,4,8,Rent a locker and store it there,Throw it away,Call a friend to pick it up,Sell it to a stranger,Try to sneak it through security,0,0,49.991,0,83,98,96,26,88,67,89,93,83,26,90,40,8,4,4,,35,1,5,,5,7,5,2,1,3,4,6
8/21/2020 14:07,8/21/2020 14:23,0,,100,977,1,8/21/2020 14:23,R_1IWuTFy93d1Ny33,,,,,,,anonymous,EN,Ted returns back to his house to get the tickets,Buy tickets at the door,They go without him and tell him how it was afterwards,They don't go at all ,They joke Ted for forgetting his ticket,35.914,35.914,116.652,1,1,57,25,33,100,21,23,1,16,1,51,2,20,6,3,Watch him closely,Flirt with him and distract him away from the items,Ignore it,Report it,Let the family know,1.235,1.235,38.409,1,79,54,69,4,40,7,100,100,100,74,54,100,57,38,20,Go around the car,Call the police and report him,Curse him out,Drive up to him and look at him to confirm his suspicions,Just ignore him,8.853,8.853,100.1,1,100,100,100,47,38,12,20,4,65,13,3,18,100,100,100,Let the lady ride with him,Cameron could tell her no,Cameron could give her some money for a taxi,Camerron could call a taxi for her,Drop her off close but not quite to the city,15.721,15.721,81.26,1,5,76,35,100,100,25,56,72,21,50,61,26,52,55,15,Break the window and let the dog run free,Report it,Ignore it,Give the dog some water,Talk to the owner of the car and shame them for leaving their dog in the car like that,2.198,2.198,43.952,1,3,100,1,100,77,45,100,15,61,6,21,14,60,13,60,Turn around and place the knife back at his house,Threaten security with a good time with a knife in his hand,Tell the security he brought his chef knife with him for the festival,Ignore it and act like it isn't there,Place the knife in the next person's bag,5.995,5.995,72.586,1,3,100,13,1,39,3,100,100,86,31,5,23,58,1,8,,30,2,1,,6,6,1,6,3,2,5,4
8/21/2020 14:04,8/21/2020 14:24,0,,100,1191,1,8/21/2020 14:24,R_4Oa1sapGlSJn7UJ,,,,,,,anonymous,EN,go to the concert,not go to the concert and keep Ted company,attempt to sneak Ted in,try and explain to security that Ted forgot his ticket,find a ticket scalper and get Ted another ticket,46.68,147.687,163.836,4,50,66,72,49,73,73,15,12,14,15,82,52,14,9,35,yell at the teenager,alert the family,call the police,film the teenager,throw a rock at the teenager ,7.883,25.739,68.1,3,85,85,83,96,98,98,69,82,89,71,86,59,8,22,9,call the police,stop his car to allow the other car to get far away,attempt to pass the car,try to run the car off the road,honk his horn in an attempt to get the driver's attention,11.411,11.411,70.924,1,86,96,91,80,80,82,43,67,32,5,5,3,78,89,87,decline and drive away,take her all the way to the city,stop at his house and tell her she's on her own to get the rest of the way,call a cab/Uber for her,drop her off at a bus stop,10.287,10.287,141.75,1,80,74,92,51,88,62,40,65,62,11,88,14,10,52,41,ignore the dog and carry on,smash the car window,call the police,get mall security to make an annoucement about the car,attempt to open the door,13.161,155.133,228.171,6,1,2,2,34,51,44,85,95,93,83,95,96,73,80,80,get out of line and check it in,be upfront with security and tell them you forgot about the knife,throw away the knife,hope security doesn't notice it,"get out of line, call someone to pick it up",8.983,34.458,158.428,3,91,92,93,65,84,82,48,97,59,1,7,39,4,82,24,,35,1,3,,6,4,4,3,6,2,5,1
8/21/2020 14:09,8/21/2020 14:25,0,,100,926,1,8/21/2020 14:25,R_3mgjLfDkws4fxYg,,,,,,,anonymous,EN,patient,cool ,polite ,ask for help ,seek for a way forward ,1.601,84.197,93.67,6,77,88,63,50,72,97,53,72,84,70,72,70,68,89,92,friendly ,nice ,caring ,polite ,lovely ,48.187,76.737,82.517,5,68,76,45,94,87,76,62,84,91,68,83,70,45,70,91,stay ,cool,have peace of mind,stay focused ,relax,1.019,35.661,45.803,7,65,73,58,62,79,75,54,76,79,53,76,80,63,55,80,calm ,patient ,relax ,have rest of mind,cool,6.156,56.175,57.101,6,57,77,83,60,76,83,48,64,76,67,75,79,65,73,75,open the door ,ask for the owner ,stay  ,fet something for the dog ,walk away ,8.084,116.969,124.608,6,80,75,91,39,55,66,53,69,80,72,53,77,51,68,72,leave ,standout ,kneel ,keep quiet ,relax,1.724,101.231,108.926,5,88,77,87,94,65,79,75,86,67,69,86,92,60,74,86,,28,2,,,6,7,2,1,6,5,3,4
8/21/2020 14:13,8/21/2020 14:27,0,,100,841,1,8/21/2020 14:27,R_OdNCNaqbl9WXt6x,,,,,,,anonymous,EN,Look for a scalper,"Talk to box office, explain you're all sitting together but forgot one ticket",Buy another ticket at box office,Go home,Try to sneak Ted into the venue,16.603,82.233,105.727,5,64,74,78,73,88,93,74,83,89,31,80,49,60,32,27,Ask someone in the family,Gather others and confront person ,Call police,Confront person alone,Yell at person,18.149,57.65,68.875,6,82,89,93,65,71,76,52,74,81,30,68,68,48,61,66,Call 911,Get off the road,Call a friend,Honk at driver,Bump car,10.646,91.686,100.56,5,83,87,89,78,85,86,59,74,53,45,49,36,22,18,14,Decline,Accept,Drive away without responding,Call friend,Take women part way,11.296,49.132,60.658,5,54,53,61,60,70,64,43,47,42,62,70,58,76,82,80,Call police,Break car window,Try to open door,Contact mall security,Honk horn,7.858,43.054,48.532,5,68,88,90,64,83,71,73,83,64,82,88,89,52,48,43,Explain situation,Leave knife with airline personelle,Call friend to pick up knife,Request exemption,Put knife in car,12.509,58.993,76.4,7,72,72,68,75,81,84,74,78,85,61,62,66,65,78,83,,69,1,5,,5,6,1,2,3,4,6,5
8/21/2020 14:17,8/21/2020 14:28,0,,100,705,1,8/21/2020 14:28,R_YbOPOIPnwqSqUYV,,,,,,,anonymous,EN,Return to house anyway,buy a new ticket on the concert itself,buy a new ticket from scalpers ,go home and just sleep,sneak inside,0.826,12.553,50.631,2,49,100,67,72,100,83,70,10,88,33,100,19,6,0,8,Ask someone from the family,Confront the teen,do nothing,Point to the teen,go through the belongings herself,40.211,46.626,105.426,3,55,100,54,59,100,50,85,54,91,61,100,52,5,0,5,honk,call 911,go far away from the person,do nothing,pass,4.967,8.209,37.695,2,100,100,100,56,100,74,71,14,68,53,0,68,55,0,70,take the lady to her destination,leave the lady,take the lady until his house,charge the lady for the trip,kill the lady,9.945,9.945,106.901,1,65,100,75,59,0,79,78,53,88,50,51,8,2,0,4,call mall security,try breaking glass,do nothing,call 911,wait for owner,0.884,1.369,38.224,2,71,100,74,24,7,0,65,0,71,51,83,25,56,74,35,Explain to TSA he's a chef.,Accept that he will lose his knife and move on,Equip knife and try to threaten TSA that he will stab people if they tried to get it,hide knife in body,Don't say anything and hope it will not get noticed.,0.965,65.732,89.135,3,80,100,82,37,100,56,1,0,1,20,0,40,80,100,90,,29,2,3,,5,7,5,4,1,3,2,6
8/21/2020 14:05,8/21/2020 14:30,0,,100,1490,1,8/21/2020 14:30,R_12D1n4ysWEupvIA,,,,,,,anonymous,EN,They could buy another ticket,Leave the concert with Ted and do something else,Look for the ticket at Ted's house,Enter the concert alone,Go home and sleep,31.883,201.416,201.89,23,80,100,100,76,100,100,81,100,100,37,50,50,50,75,75,Ask if those are his things,Call the family,Yell at the teenager,Asking others for help on the beach,Find a lifeguard and tell him what's going on,1.427,118.104,120.532,12,79,100,100,83,100,100,75,70,70,88,100,100,76,100,100,Call the police immediately,Yelling at the driver to stop the car,Park on the side of the road,Follow the car,Ignore it and get ahead of that driver,1.504,178.197,184.999,11,100,100,100,51,77,82,51,100,77,50,51,54,51,20,0,Ignore the request,Deny the request,Help her and take her as far as he can,charge to take her to that place,Take her where she wants,1.328,192.04,195.13,15,50,76,76,50,75,75,50,100,74,50,81,83,50,100,50,Call the police,Talk to the parking attendant,Break the glass,Ignore the situation and leave,Tease the dog and leave,2.326,72.085,94.123,9,75,100,100,75,100,100,30,50,30,25,0,0,14,0,0,Get out of line,Talk to someone from security,Talk to someone in charge of the airline,Wait and report what happened,Find his main suitcase so he can store his knife,27.791,215.024,216.301,23,51,100,100,74,100,100,100,100,100,69,73,100,50,100,100,,25,1,2,,4,5,2,3,6,4,5,1
8/21/2020 13:58,8/21/2020 14:31,0,,100,1947,1,8/21/2020 14:31,R_AHBlUBgDmfXOE6t,,,,,,,anonymous,EN,Buy Ted another ticket,Lend money to Ted so he can buy another ticket,Help sneak Ted into the concert,"Tell Ted to go home and get his ticket, while she watches the concert by herself",Go with Ted to his house to pick up his ticket,22.721,178.982,189.326,14,75,100,90,90,100,100,30,35,10,20,15,5,60,100,95,Confront the teenager,Alert the family,Watch the teenager but not get involved,Call the police,Ignore it because it's none of her business,25.484,147.171,186.328,6,30,70,40,70,90,85,90,60,95,20,50,45,80,30,95,Call the police,Honk at the car to wake the driver,Slow down and stay away from the car,Speed up and pass the car,Do nothing,15.874,111.134,154.263,6,65,100,90,85,100,97,70,100,85,45,75,60,75,45,85,Politely say no.,Lie and tell her that he's going in the opposite direction of her destination.,Tell her that he's busy.,Give her the ride.,Tell her that she needs to pay him for the ride.,21.03,267.101,270.534,12,85,55,90,60,30,50,75,40,85,35,100,40,15,40,5,Break the car's window to free the dog,Call the police,Ignore it and move on,Try to find the dog's owner,Ask others for help,25.206,119.487,162.503,8,5,90,10,80,100,85,45,5,55,85,100,90,95,100,100,Throw away the knife,Try to sneak the knife through the security,Ask a friend to come to the airport and pick up his knife,Postpone his flight so he can go home and drop off his knife,Go through the security anyway,6.201,175.977,181.822,10,10,100,20,5,25,3,35,100,50,30,100,55,25,90,40,,34,1,3,,5,5,3,6,2,1,5,4
8/21/2020 14:09,8/21/2020 14:31,0,,100,1334,1,8/21/2020 14:31,R_1nYOPuOkMaTVPZV,,,,,,,anonymous,EN,Give Ted her ticket,Buy another one,Leave Ted outside,Tell him he's on his own,Pool their money to buy another ticket,0.927,1.879,38.223,3,16,60,37,62,82,87,5,1,39,3,3,13,59,43,64,Ask the teen who he is,Approach the adults with the children,Call over a lifeguard,Call the police ,Act like she's dropped something and keep a closer eye on things,1.483,1.483,204.323,1,80,91,92,94,99,98,71,73,70,30,47,52,8,56,35,Call the police,Follow ,Ignore the problem,Keep driving ,Signal the driver,0.974,0.974,21.853,1,100,91,94,69,78,87,1,7,60,41,57,62,46,77,71,Give her a ride,Order a cab,Offer his phone so she can call a friend,Give her bus fare,Refuse to help,1.445,99.105,122.399,4,10,51,52,83,95,86,62,79,82,91,82,85,11,1,96,break the window,Call the police,ask people around her to help,try the doors to see if they're open,walk away,2.19,2.19,275.16,1,62,83,71,92,100,93,76,93,73,74,86,52,31,12,30,Declare the knife.,See if he can check it.,Say nothing,Ask hypothetical questions,Play stupid,1.09,1.09,31.46,1,64,97,84,73,88,88,40,80,56,39,74,58,50,33,53,,30,2,5,,5,5,5,1,6,2,3,4
8/21/2020 14:12,8/21/2020 14:32,0,,100,1205,1,8/21/2020 14:32,R_1qWk38WBFah6RxX,,,,,,,anonymous,EN,Wait for Ted to return.,Go right on in without Ted and enjoy the concert.,She could try to buy a ticket off a scalper.,She could help Ted sneak in without a ticket.,Darya could suggest they skip the concert entirely.,10.597,76.019,113.545,6,50,80,60,70,30,50,10,5,35,15,10,25,40,60,40,Call the family's attention to it.,Ask the teenager if that stuff belongs to him.,Ignore it.,Take a picture or video with her phone to identify the teenager if he was trying to steal.,Yell at him and cause a scene.,12.256,68.69,90.638,6,50,80,60,70,90,90,70,40,90,30,40,10,30,10,25,Stay far back from the car in front of him.,Eamon could attempt to pass him.,He could pull over and go in another direction.,Eamon could call the police on his cellphone to report the car.,He could try to get the car to pull over so he could check that the driver wasn't having a medical emergency.,10.157,78.342,138.646,7,75,91,90,50,60,40,40,70,55,50,70,85,20,50,15,Give the lady a ride.,Tell her the truth that it would be out of his way,Lie to her and tell her he was late for work and not heading that way.,Give her money for a cab.,Pretend to be deaf and ignore her entirely.,8.91,74.603,89.941,6,50,30,50,60,50,50,75,35,60,20,50,35,20,10,10,She could wait by the car to make sure the owner returns quickly.,She could bust the window out.,Erica could call the police.,Erica could do nothing.,She could take pictures and post them on social media to shame the dog owner.,14.422,76.168,112.427,5,50,70,70,30,80,20,70,90,90,30,5,40,20,25,75,Tell the truth to security.,Throw the knife out and get a new one when he arrives in Chicago.,Not mention it and hope it goes undetected.,Reschedule his flight.,Not go to Chicago at all.,11.147,100.365,114.633,5,65,90,75,40,65,25,40,10,30,30,50,25,10,50,25,,41,2,5,,5,7,2,5,3,4,1,6
8/21/2020 14:14,8/21/2020 14:32,0,,100,1074,1,8/21/2020 14:32,R_2usrQ2ZXfe5teAO,,,,,,,anonymous,EN,go back for the ticket,try to purchase a new ticket,go without Ted,give Ted her ticket,convince someone else to give up their ticket,6.634,86.318,90.649,6,50,100,50,60,100,70,50,50,50,50,100,40,40,50,40,ask the family,ask the teen,do nothing,leave the area,tell someone else,1.066,340.413,376.525,7,70,100,70,60,100,60,50,50,70,50,50,50,50,50,50,call the police,get away from the driver,honk and tell them to pull over,do nothing,flag down an officer,3.414,14.527,64.602,2,70,100,70,50,50,60,50,50,50,50,10,65,50,75,50,provide a ride,say no,ask someone else to give a ride,giver her money to get a ride,call an uber,2.643,7.867,57.653,5,50,50,50,55,50,80,50,50,50,50,100,50,50,50,50,break the window,call the police,call security,tell another person,do nothing,1.17,1.17,29.949,1,50,95,70,70,100,80,60,85,75,50,50,50,50,10,50,tell security,leave the knife behind,do nothing,see what happens,throw away the knife,0.941,31.508,48.766,4,50,50,50,50,50,50,50,50,60,50,50,60,50,50,50,,40,2,6,Mixed,3,7,1,3,5,2,6,4
8/21/2020 14:26,8/21/2020 14:34,0,,100,438,1,8/21/2020 14:34,R_BDIHdHOzbnLVB9D,,,,,,,anonymous,EN,sneak him in,lie to the people at the entrance,tell him to go home,tell him to stay,yell at him,14.697,14.697,39.562,1,23,15,45,39,31,52,54,47,72,19,4,4,42,21,75,ask him what he's doing,yell at him to stop,throw sand at him,tackle him,yell for the family to come back,16.014,16.014,34.297,1,49,63,68,64,78,83,13,67,13,10,22,13,73,81,82,call the cops,intentionally run the car off the road,brake,pass him and just leave,call a friend,7.795,7.795,29.194,1,57,75,76,15,30,2,70,29,47,62,7,88,24,17,30,tell her no,give her a ride,lie about his destination,ignore her,give her money,13.23,13.476,33.26,2,63,69,67,40,72,30,51,13,35,30,12,45,39,47,39,Break the window,Call the cops,Find an owner,Pick the lock of the door,Get help from someone else,10.378,10.378,34.853,1,72,83,74,81,90,89,79,84,86,35,59,47,81,87,88,throw it away,tell the security guard,hide it in his luggage,hide it in his clothing,leave it in the bathroom,9.356,9.356,35.619,1,14,32,14,56,81,82,13,9,9,10,11,11,58,65,60,,33,1,5,,5,4,5,3,6,4,1,2
8/21/2020 14:24,8/21/2020 14:34,0,,100,578,1,8/21/2020 14:34,R_01bKp2SPqhXDbJ7,,,,,,,anonymous,EN,buy a new ticket,sneak in,steal someone elses ticket,skip the concert,decide to go to dinner instead,10.352,10.352,67.285,1,89,97,85,4,1,0,2,0,0,24,61,25,3,99,1,also go through the belongings,scream thief,ask them what they are doing,ignore it,mention it to the family,9.616,9.616,47.74,1,0,0,0,28,39,27,80,100,79,17,0,5,88,100,87,follow them home,call the police,ram their car,catch them at a stoplight and force them out,just keep driving,8.316,8.68,44.149,2,8,3,7,90,100,92,3,0,1,5,0,4,16,12,18,Give her a ride.,Tell her no directly,Make up an excuse,Offer to give her a ride in exchange for a favor,tell her yes if she offers gas money,6.176,21.789,48.068,4,32,99,32,88,100,85,73,100,75,4,0,7,16,79,26,break the window,walk away,alert security,steal the dog,call the police,6.149,6.64,54.392,2,7,1,3,28,0,13,70,93,65,1,0,2,81,95,82,let them know about the mix up,try and hide it,avoid the metal detectors,throw it away in the trash,go back home to drop it off,7.812,7.812,56.842,1,95,100,93,10,3,6,4,1,2,29,75,9,41,100,38,,30,1,5,,4,4,5,3,4,1,2,6
8/21/2020 14:19,8/21/2020 14:34,0,,100,897,1,8/21/2020 14:34,R_2eOJmeNBBrvR33M,,,,,,,anonymous,EN,Pay for another ticket for Ted.,Offer Ted her ticket.,Decide not to go to concert and instead hang out with Ted.,Ask one of her other friends to give Ted their ticket.,Ask to go get the ticket for Ted.,34.638,133.204,145.613,9,40,100,40,5,100,10,10,100,15,1,10,1,60,100,60,Ignore it.,Tell family.,Yell at kid.,Call police.,Throw a rock at the kid.,17.46,58.631,68.818,2,50,41,65,60,88,74,41,50,39,21,56,35,1,22,1,Call police.,Yell at driver,Ignore it.,Try to chase him down.,Turn on radio.,11.85,27.548,67.287,17,61,86,66,38,33,35,29,3,34,20,0,11,12,8,9,Give her a ride.,Ignore her.,Tell her to call a taxi.,Call her a taxi.,Give her some money for a ride.,22.883,23.218,71.534,2,69,92,74,19,6,12,34,49,36,61,68,65,30,68,52,Break window with large rock.,Let security know about the dog.,Call police.,Ignore it and leave.,Let someone nearby know.,9.281,60.672,77.628,2,35,91,51,71,81,82,68,83,75,14,0,14,50,33,45,Dump the knife in trash can.,Tell the security about the knife and his job.,Return home with knife.,Put knife into someone else's bag.,Try to sneak thought with knife.,11.385,111.347,134.322,14,35,30,19,60,100,70,70,100,78,1,0,1,1,1,1,,26,1,5,,2,8,1,4,5,6,3,2
8/21/2020 14:24,8/21/2020 14:35,0,,100,632,1,8/21/2020 14:35,R_22Q7Tz6U6rcsfOl,,,,,,,anonymous,EN,offer Ted her ticket,wish Ted luck in getting his ticket in time,offer to do something else with Ted,laugh at Ted,punch Ted in the nose,7.201,7.201,58.432,1,46,98,37,89,75,89,34,86,35,13,13,14,2,1,1,Ask the teenager if they are with them,Yell at the family that their are being robbed,Do nothing,Chase the teenager away,Video the theft on their phone,2.671,2.671,62.234,1,86,86,86,58,41,29,57,12,82,18,17,19,45,38,65,call the police,honk his horn,flash his lights,pass the car,stop on the side of the road,2.718,2.718,34.35,1,83,99,91,91,88,93,87,82,89,34,16,18,8,7,17,tell her that he will take her,refuse to take her,ignore her completely,offer to call someone else,yell at her to get a job,1.373,1.373,37.166,1,18,62,22,91,89,89,61,10,64,28,88,48,17,15,14,look around nearby for the owner,ask the mall to make an announcement with the car and dog's description,call the police,break the window,walk away,2.062,5.303,49.931,2,93,99,98,63,99,89,53,92,87,14,27,23,94,11,98,tell security about the knife,try to leave the security area,say nothing and hope nothing happens,take out the knife and throw it away,leave his bag on the ground,7.448,7.448,51.2,1,95,99,96,20,35,23,71,59,86,8,19,18,10,8,8,,35,1,5,,5,4,6,4,2,5,1,3
8/21/2020 14:29,8/21/2020 14:35,0,,100,342,1,8/21/2020 14:35,R_1DupLrNxYw981uY,,,,,,,anonymous,EN,Buy him a ticket,Give her his,Ignore it,Admonish him,Cry,9.783,30.887,31.355,9,7,86,90,14,92,87,81,84,89,96,98,96,87,86,81,Ignore it,Not care,Approach,Call police,Question them,14.156,25.953,28.977,7,88,87,88,80,86,82,46,84,89,26,85,87,62,79,86,Park,Call cops,Pull over,Be more vigilant,Be scared,7.263,19.327,22.616,7,33,87,84,59,82,87,85,89,89,100,83,82,100,64,65,Ignore her,Blow her off,Ask for ID,Take her there,Admonish her,15.815,30.019,37.832,6,25,84,91,87,87,92,19,86,86,54,87,87,13,84,90,Call cops,Find person owns car,Call friend,Call security,Call mall manager,7.128,28.796,29.295,6,88,88,89,91,87,92,91,91,90,88,88,91,91,87,92,Check it,Trash it,Ask a security guard what to do,Call a friend,Call security,17.034,39.329,40.5,7,84,86,86,42,82,82,79,89,85,38,86,82,87,87,94,,34,1,5,,4,8,3,4,6,2,5,1
