StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRtime_First Click,S13FRtime_Last Click,S13FRtime_Page Submit,S13FRtime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRtime_First Click,S14FRtime_Last Click,S14FRtime_Page Submit,S14FRtime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRtime_First Click,S15FRtime_Last Click,S15FRtime_Page Submit,S15FRtime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRtime_First Click,S16FRtime_Last Click,S16FRtime_Page Submit,S16FRtime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRtime_First Click,S17FRtime_Last Click,S17FRtime_Page Submit,S17FRtime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRtime_First Click,S18FRtime_Last Click,S18FRtime_Page Submit,S18FRtime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
9/28/2020 12:29,9/28/2020 12:39,0,,100,622,1,9/28/2020 12:39,R_broPuoyufOLCKTD,,,,,,,anonymous,EN,go get the ring quickly,tell his sister what happened,get another ring,distract his sister,say he lost it,0.817,0.817,38.143,1,100,100,100,100,100,100,18,50,50,0,0,0,100,100,100,ignore his father,see if another family member can help,research more options for his father,try to get a better job to support both of them,try to get a bigger apartment,0.926,0.926,65.465,1,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,Ration the food supplies,Try to find land,Try to fix the engine,Tell the passengers to remain in their cabins,Tell the crew to do what they can to help,13.372,67.056,97.479,3,100,100,100,51,50,51,100,100,100,50,50,50,100,100,100,go get help,leave her friend and try to find water,continue to help Todd get his arm out,make a camp and wait,pray,2.008,45.254,53.028,3,100,100,100,50,50,50,100,100,100,50,51,51,0,50,50,he could just leave,see if another employee can cover him,leave his boss a message and leave,call the court and see if they can postpone,get a friend to cover for him,11.228,64.883,69.115,3,50,51,51,52,52,53,50,50,50,50,50,50,40,40,40,help her competitor,ignore the competitor,take the competitor on her sled,take her competitors dogs,go get help,37.819,37.819,79.101,1,100,100,100,0,0,0,100,100,100,50,51,49,100,100,100,,29,2,5,,2,7
9/28/2020 12:25,9/28/2020 12:40,0,,100,917,1,9/28/2020 12:40,R_1ISDNYjuLOWGdwk,,,,,,,anonymous,EN,Be honest and tell everyone,Call the cab company,Have someone let him borrow their ring,Run,Have someone else call the cab company,4.706,55.204,72.412,6,31,65,70,80,95,100,2,8,8,29,0,9,91,100,100,"If he doesn't have a job, get one",Move in with his father,Move to a bigger place,"If he does have a job, get s second one",Ask other family to help,11.996,88.078,88.605,16,73,95,90,70,96,100,25,99,68,30,95,70,94,92,100,"As the captain, ration supplies",Break out the fishing gear,Decide who gets what supplies,Lie about the status,"If they have a life boat of their own, have people disembark and head towards the rescue boat",7.986,130.365,131.293,10,98,80,100,79,100,98,37,17,42,2,2,2,29,69,60,Leave him and get help.,"He could cut his arm off, like that guy in 127 hours",Keep trying to pull his arm out,Help get water,"Cover him with clothes, then work again at night time",7.04,100.653,121.218,10,52,100,100,2,19,0,100,100,100,100,100,100,76,90,75,"Close the store for ""an emergency""",Text his manager that he had to go,See if there's another employee to help,Try to reschedule the court appointment,Just leave,6.801,205.626,205.982,11,89,90,91,64,62,48,67,98,97,39,16,20,2,2,2,Stop and help,Leave and get help,Radio for help,Look for help locally,Leave him,10.533,55.303,59.96,5,67,92,81,100,100,100,100,100,100,72,57,85,20,0,0,,39,1,5,,5,4
9/28/2020 12:29,9/28/2020 12:41,0,,100,663,1,9/28/2020 12:41,R_5psyfv3JVOz2Ktj,,,,,,,anonymous,EN,Tell his sister immediately,Tell someone else to contact the taxi company,Substitute another ring for now,Let the person performing the ceremony know,Pretend it was lost elsewhere when asked for it.,6.954,119.885,128.685,7,76,100,100,82,100,100,69,61,50,100,100,100,11,10,4,Find family to assist,Move into Fathers home,Do nothing,Find social workers to assist,Start a GoFundMe,8.196,24.598,64.415,2,100,100,100,92,100,99,4,0,0,86,100,100,53,53,67,Ration food,Setup a chain of command,Horde the food for himself,Hide the food and keep it under guard,Do nothing,9,9,54.008,1,100,100,100,100,100,100,0,0,0,57,35,35,7,4,3,Leave Todd,Find a better location for signal,Collect water,Setup camp,Rest for awhile,9.139,9.139,37.844,1,8,5,5,81,79,89,59,100,100,37,100,100,60,100,100,Leave anyways,Contact the court and explain,Find another coworker to substitute,Lock the store up and go,Stay at work,7.143,69.037,78.484,4,7,6,5,100,100,100,100,100,100,71,94,77,32,100,70,Stop and render aid,Ignore the person,Load competitor on own sled to continue on,Use communication methods to reach officials,Attempt a cell call,6.337,63.03,76.695,6,91,100,100,5,0,0,56,100,85,78,100,100,100,100,100,,38,1,5,,5,4
9/28/2020 12:27,9/28/2020 12:41,0,,100,832,1,9/28/2020 12:41,R_2WAqOCOsZKmcjYg,,,,,,,anonymous,EN,Call the taxi company to find the ring,Go buy another ring,Tell the sister he lost the ring,Ask someone for help,Don't say anything and act like you dont know where it went.,68.714,136.824,137.213,2,100,100,100,0,0,1,74,50,50,86,100,100,28,0,0,Reach out to other family,Call social services,Get a better job to support them,Create a go fund me,Ask friends for financial help,29.482,113.722,129.15,4,100,100,100,69,100,53,71,100,100,53,100,56,48,40,41,Don't say anything and act as if everything was normal,Start rationing food,Start a raffle for who can eat,Ask passengers if some would be willing to not eat,Tell staff and crew to eat less,1.322,1.322,64.394,1,20,0,0,100,100,100,50,100,20,38,81,31,66,72,42,Leave to get help,Go look for water,Walk around to find cell service,Keep trying to free the arm,Cut the arm off,1.993,1.993,60.564,1,76,95,87,55,49,39,100,100,100,100,69,100,0,0,0,Miss the court appointment,Keep calling the boss,Close up the store and leave,Call the court for an extension,Get a friend to cover you at the store,43.639,53.609,102.467,3,0,0,0,85,100,100,100,100,100,20,14,0,50,77,57,Keep going,Call EMS,Stop and see if they are ok,Load them onto your own sled,Wait for others to show up,17.906,17.906,55.125,1,0,0,0,100,100,100,100,100,100,77,100,54,54,56,52,,30,1,5,,2,7
9/28/2020 12:28,9/28/2020 12:41,0,,100,824,1,9/28/2020 12:41,R_125UXS0nheoO3et,,,,,,,anonymous,EN,call the taxi company,tell the planner his situation,ask someone for spare rings,ask to delay the ceremony for a while,go look for the taxi,4.921,78.933,92.977,4,88,93,86,91,83,84,67,69,78,66,75,79,88,78,85,rent a bigger apartment,ask friends for help,put his father in retirement home,find roommates for father,live where his father already lives,5.301,6.569,56.233,2,30,74,81,27,70,73,70,61,80,37,67,69,78,88,91,ration food,have passengers stay in quarters,limit food waste,limit strenuous activities,ask for additional help.,4.926,77.503,95.197,5,30,65,79,71,85,85,45,70,83,80,86,80,94,97,96,leave to get help,try to find something to free todd,look for other people,try todds cell phone,go look for cell service.,5.327,19.038,88.837,2,35,82,86,58,78,80,45,88,85,36,91,92,47,71,77,call the boss again,call another employee to take over his shift,close early,go to court anyways,put a sign saying they will be back soon,5.093,8.625,113.272,2,93,93,97,72,80,86,65,70,71,85,73,78,71,75,75,stop and help,call for assistance,check if they are alive,wave another participant to help,look for race employees to help him,4.582,6.084,65.227,2,79,92,92,90,91,89,81,90,93,97,99,95,87,96,95,,34,1,2,,5,8
9/28/2020 12:28,9/28/2020 12:42,0,,100,842,1,9/28/2020 12:42,R_2X0bpFmKrMEglCc,,,,,,,anonymous,EN,Pull his sister aside and tell her what happened,Do nothing,Put his own ring there in the meantime,Leave the wedding ,Pull out his phone and call the cab company during the ceremony,4.443,12.855,90.989,2,50,75,50,0,0,0,75,100,84,1,0,0,0,0,0,Move in with his father,Get a bigger apartment,Get a second job so he can afford to move him into a retirement home,Do nothing and let his father take care of himself,Ask someone else to take care of him,4.241,15.843,65.743,4,75,100,75,25,100,100,50,75,75,2,0,0,0,0,0,Ration the food so it will last,Try to repair the engine,Do nothing and allow chaos to ensue,Tell everyone to remain calm,Send everyone out on lifeboats and hope for the best,8.859,56.827,108.278,4,100,100,100,50,100,75,5,0,0,100,100,100,0,0,0,Leave him there and get help,Try to get his arm out,Cut his arm off,Do nothing and accept that it' their time to die,Leave him there and go home,3.069,49.752,51.791,4,50,100,100,85,100,100,0,0,0,0,0,0,0,0,0,Lock the store and leave,Leave the store unlocked and leave,Call a coworker and see if they can come in,Stay until his boss gets there,Quit and never come back,11.523,81.01,100.861,8,88,100,100,0,0,0,50,100,100,21,100,19,0,0,0,Pretend she didn't see him,Stop and help him,Keep going and let someone know about him when she gets to the finish line,Put him on her sled and continue the race,Pull her phone out and call for help ,2.747,89.266,109.9,4,20,0,0,70,100,50,10,8,10,50,100,49,95,100,97,,38,2,5,,4,7
9/28/2020 12:28,9/28/2020 12:42,0,,100,866,1,9/28/2020 12:42,R_7QEjeO0pfdvzoiZ,,,,,,,anonymous,EN,leave and call the cab company,offer to buy a new ring,apologize for his mistake,stop the ceremony until the ring is returned ,ask if anyone has a ring they can borrow for the ceremony,1.531,137.844,139.619,5,56,90,91,75,100,97,100,100,100,22,90,33,49,100,49,find a bigger apartment,let his father move in anyway,hire a caretaker to take care of him,ignore the situation completely,ask others for money,1.392,1.392,77.184,1,57,100,89,100,100,100,60,100,93,1,0,0,53,100,83,start rationing food,try to keep everyone calm,horde food for himself,prioritize who gets food,"give less food to himself, so others can get enough",21.169,21.169,84.549,1,96,100,100,100,100,100,42,0,8,37,28,35,28,84,40,stay with him until his arm is out,try to find water,leave the area in search of better cell service,drink her own urine for hydration,try to find anyone nearby who can help,16.726,16.726,97.13,1,77,100,98,83,100,99,95,100,100,20,97,25,58,95,83,close the store and leave anyway,call another coworker and ask them to cover,stay and miss his appointment,wait for his boss to arrive,ask a bystander to watch over things for him,10.743,90.46,90.708,4,29,76,53,90,100,100,65,79,75,84,100,85,5,29,4,Stop racing and help this person,ignore the situation and keep going,"try to let someone else know, so they can help him.",check his vital signs,scream for help,16.006,68.103,94.755,2,82,100,91,23,0,0,50,65,68,78,100,84,71,100,100,,28,1,5,,4,8
9/28/2020 12:25,9/28/2020 12:42,0,,100,1031,1,9/28/2020 12:42,R_eziqJ0UaYG59xBL,,,,,,,anonymous,EN,Tell his sister about the problem and see if she can delay the wedding until he gets the ring,call the cab company to see if they can get the ring to him,"tell his sister, an borrow a ring from a parent/friend as a stand in",leave/lie about the reason to hide his mistake,"act nomral until the moment in the ceremony, then act like it must have fallen out of his pocket/someone stole it",6.787,116.982,169.826,4,90,100,100,80,100,100,95,100,100,20,0,5,25,0,5,move in with his father instead,find a live in care taker,visit his father once a day and hope that is enough,borrow money/take out a loan to put his father in a retirement home,ask another relative to help,4.855,4.855,128.946,1,90,100,100,20,100,100,20,10,29,10,90,50,75,100,100,tell them everything and let them vote,tell them nothing and pretend they have enough,tell them they will be fine if they follow his plan for rationing,tell them to prepare that some/all may not survive,"triage the passengers, and priritize food/water to those most likely to survive",8.384,8.384,102.549,1,75,85,90,92,75,85,95,85,85,50,100,75,50,50,50,keep try anyway,leave him to try to find help,walk a little ways away to try to get service,ask Todd what he wants her to do,make a shelter/suncreen to block the sun and reduce dehydration,7.266,71.946,95.298,3,75,100,100,65,100,100,90,100,100,50,100,91,60,100,100,lock up and leave anyway,call another coworker to come in and cover,miss the important court appointment (call and explain to them),call the court and try to get his appointment rescheduled,ask someone else to call his boss to see if they can get an answer,6.311,6.311,93.075,1,50,90,90,95,100,100,25,75,86,75,100,84,20,100,92,"stop and help, and stay until more help arrives","stop and set up a shelter, call for help but then leave",just keep going,call and let someone know where the other person was but don't stop,"stop, pick up the injured person and continue with them on the sled as well",4.592,4.592,83.631,1,95,100,100,40,25,11,1,0,5,1,1,5,20,95,85,,44,2,5,,5,7
9/28/2020 12:25,9/28/2020 12:43,0,,100,1101,1,9/28/2020 12:43,R_3s4XPLVFH82GKJq,,,,,,,anonymous,EN,Call the cab company,Seek advice from anyone but his sister,Temporarily borrow someone else's ring for the ceremony,Stall the ceremony to get the ring back,Tell the groom,15.44,15.44,152.019,1,100,100,100,95,100,100,30,45,20,55,60,70,30,50,50,Move in with his father,Get a bigger apartment,Go to his father several times a day to help take care of him,Ask other relatives/friends for help,Seek government assistance,21.009,21.009,120.434,1,80,100,70,50,100,55,80,90,95,94,100,100,85,95,90,Construct fishing poles,Keep the passengers entertained,Ration the food,Tell everyone to swim for it,Put everyone in life boats,30.619,30.619,98.881,1,40,90,50,100,100,90,100,100,100,1,0,0,5,10,10,Leave Todd to die,Look for help,Walk around and look for service,Keep trying to get his arm out,Amputate the arm,2.411,9.535,52.59,2,0,0,0,80,93,100,93,98,100,76,83,89,28,70,50,Leave the store unattended,Call the court and try to explain the situation,Wait for the boss to show up,Call another employee to see if they can cover,Call a friend to see if they can cover,31.045,130.873,161.018,3,20,10,30,50,90,75,76,85,85,100,100,100,30,25,30,Keep going and pretend you didn't see him,Stop and check on him,Keep going but tell someone,Wait for someone else and tell them to get help,Put him on her sled and bring him back,12.003,43.47,81.056,2,5,0,5,100,100,100,20,30,25,95,100,91,88,100,100,,44,1,5,,5,8
9/28/2020 12:29,9/28/2020 12:44,0,,100,889,1,9/28/2020 12:44,R_2ROGRIuua51VgEr,,,,,,,anonymous,EN,call the taxi company,start running,feel ashamed,start apologizing to his sister,go to the convenience store and buy a ring pop,14.181,14.181,62.22,1,95,100,99,7,0,30,100,100,100,100,100,100,0,0,1,move into the father's home,get an apartment close to his father,take turns taking care of him with other family members,get the family to chip in on paying for a home,apply for assistance,1.918,1.918,86.97,1,64,100,89,73,100,88,52,100,100,45,100,83,87,100,100,inventory the food and ration,ask people to use their goods wisely,find out if a plane can drop goods somehow,find a way to drift the boat towards the rescue ship to make the rescue happen quicker,throw people overboard,13.015,13.015,116.634,1,98,100,99,84,100,99,26,100,10,84,100,70,0,0,0,see how long todd can last,start walking for help,look for a water source,walk to find cell service,secure todd any way possible until she can do any of the above,11.867,11.867,63.9,1,19,79,88,85,100,100,47,68,57,84,88,91,66,98,100,call another employee to come in,close the store temporarily ask for forgiveness later,call the court and try to explain the situation,stay at work and ask for forgiveness of the court,walk out and throw arms up in the air,7.189,58.496,72.446,3,94,100,100,37,85,47,52,72,36,28,87,37,8,86,15,stop and help the competitor,get help at a checkpoint if there is one,finish the race as fast as possible and ask for help to be sent,radio in for help,"try to get the competitor conscious quickly, get them a blanket and take off",9.108,161.016,189.463,2,88,100,97,43,70,79,75,64,77,57,97,69,36,73,75,,34,1,5,,4,7
9/28/2020 12:30,9/28/2020 12:44,0,,100,842,1,9/28/2020 12:44,R_3je9ex9CDHOQ0Ae,,,,,,,anonymous,EN,Quickly leave and call the taxi driver.,Inform his sister.,Call the company the taxi drivers company.,Offer to pay the driver to bring it back.,Find a replacement ring.,9.059,9.059,92.694,1,100,100,100,100,100,100,88,100,100,100,100,100,42,37,42,Try to get his father disability.,Turn to others for help.,Try to get him in a state run nursing home.,See if anyone else can take him in.,Put him in a homeless shelter.,11.189,11.189,73.836,1,100,100,100,100,100,100,100,100,100,100,87,100,10,0,0,Tell everyone to reserve rations.,Figure out who gets eaten first.,Throw some people into the ocean to save supplies.,Keep everyone calm and ensure them they will be rescued.,Hide the food supplies for himself.,10.312,57.795,108.252,2,100,100,100,2,0,0,3,0,0,100,100,100,30,1,4,Leave todd.,Keep trying to get his arm out.,Walk down the mountain and find help.,Send an sos message.,Cut Todds arm off.,13.138,56.258,79.722,5,19,17,17,100,100,100,100,100,100,100,100,100,9,2,0,Leave the store without his replacement.,Contact the court and let them know he needs to reschedule.,Keep calling his boss.,Wait and see if his boss will be there soon.,Call his bosses family.,12.328,12.328,83.254,1,52,9,11,100,100,100,100,100,100,83,100,100,74,100,73,Call an ambulance.,Offer aid.,Wait with them until help comes.,Console them.,Ignore him and continue.,21.5,91.544,103.679,5,100,100,100,100,100,100,100,100,100,100,100,100,22,0,9,,30,2,5,,4,7
9/28/2020 12:34,9/28/2020 12:44,0,,100,607,1,9/28/2020 12:44,R_2eXpNupcRf7jjTH,,,,,,,anonymous,EN,He could explain the situation quietly,He could apologize publicly ,he could make a joke,he could act as if it was part of the plan,he could panic and freak out and cry,3.434,3.434,51.173,1,94,93,97,44,61,62,32,43,49,17,24,31,40,35,49,He could find a bigger apartment,He could get a friend to take him in,He could abandon his father,He could live in the tiny apartment with his father,He could make his father live in a tent,1.006,5.247,44.09,2,71,100,100,21,71,65,22,3,5,95,100,100,3,2,6,He could hold a vote for what to do,He could hide the food for himself,He could hide the food and distribute it each day,He could give each passenger or crew member a set amount of food,He could tell them what's going on and let them make their own decisions,1.085,59.353,60.913,3,84,100,98,21,3,3,68,86,69,72,97,94,49,100,100,She could cut his arm off and free him,She could leave him and go get help,She could stay with him and they both die,She could try to find service for her phone,She could stay until others happen upon them,5.116,10.555,60.874,2,12,24,11,71,69,83,37,38,49,67,87,99,44,76,74,Jeff could call his bosses family,Jeff could leave the store unattended,Jeff could call police to do a welfare check,Jeff could call a friend to help with the store,Jeff could call a coworker to help with the store,4.867,4.867,58.815,1,89,100,100,19,5,17,66,99,100,61,48,65,85,100,100,She could stop and help them,She could continue going on her way,She could call for help and continue the race,She could flag down other racers to help,She could run them over and cheer,9.345,49.198,53.154,3,90,100,100,65,14,47,63,54,46,36,97,60,21,3,4,,34,2,5,,5,5
9/28/2020 12:26,9/28/2020 12:45,0,,100,1152,1,9/28/2020 12:45,R_2TOheOfUOKh5Sed,,,,,,,anonymous,EN,Sneak out and call taxi cab dispatcher,Alert a friend to help secure the ring,Whisper into the grooms ear of problem,Do a fake faint,Announce out loud what you did,9.272,113.269,133.91,3,47,67,34,52,35,71,92,85,96,15,8,51,62,76,96,Check for alternate ways to help pay for retirement home.,Find agency that provides home health care.,Move in with his father to assist him,Ask friends to help.,Think about making his home bigger with his father's money that he will save.,11.004,55.263,139.363,2,55,95,93,89,99,85,78,99,95,19,26,22,50,76,84,Look for others to designate to issue food out.,Ration food out accordingly per days that are possibly left.,Give more food to the youngest.,Encourage the people that everything will be ok,Find what other foods are available that passengers might have in rooms.,27.753,27.753,165.663,1,60,92,78,91,95,99,81,95,96,97,100,98,94,97,99,Go and get herself some water,Leave and find help,Find something to shade Todd with,Cut his arm off ,Set up an SOS for so others will see that she needs help,17.564,17.564,111.864,1,75,95,97,94,99,100,75,100,94,0,0,0,82,92,98,Call the courthouse to advise ,Call the boss again to see what is wrong,Leave the store hoping boss will be show up soon,Call another worker to see if they can come in,Just wait patiently hope he will show soon.,16.513,66.545,116.756,5,86,94,100,100,71,99,19,15,35,71,84,83,74,95,96,Stop to help them,Keep racing hoping they will be alright,Holler at them that you will be back later,Throw supplies out at them hoping someone else will stop,Turn her head and pretend not to see them.,11.913,11.913,111.119,1,96,100,99,73,0,61,35,0,49,8,0,0,50,0,21,,56,2,1,,4,7
9/28/2020 12:33,9/28/2020 12:46,0,,100,776,1,9/28/2020 12:46,R_3noUQlMt8oLqPmw,,,,,,,anonymous,EN,Call the taxi company,Tell the groom and get him to stall,Tell the best man,Be honest about what happened,Just leave,0.626,18.287,49.516,2,35,58,81,82,73,89,70,59,79,75,54,81,73,65,84,Look into other family,Look into state funded homes.,see if theres any programs that can help him,Talk to someone for help,Look for a second job,0.626,51.415,69.136,6,47,21,43,60,53,80,41,69,71,74,88,82,69,85,81,Start rationing,Decide who can get food and who should be on a reduced amount of food,See if there is any way to fish etc.,See if there are any other food sources that are hid amongst the passengers.,Keep the passengers calm and focus on the rescue boat,8.385,13.04,74.575,2,91,82,84,66,58,83,75,88,78,62,81,75,76,85,82,Retrace steps,Start a fire,Just keep walking,Only walk at night,Look around until service found,0.725,13.59,54.057,2,37,19,36,57,65,51,36,19,58,66,84,75,76,45,64,Call into to a coworker of his and ask him to take over,Call the courthouse and explain the issue,Just leave and lock up,Keep waiting and maybe nothing bad will happen,Keep calling your boss,1.285,58.152,101.041,8,74,85,79,95,66,83,49,63,63,71,84,79,76,75,94,Add him onto her sled and take him to the nearest medic checkpoint,Leave him there and hope someone else finds him,Call for help,Wait with them there,Try and bandage them up then keep going,0.823,157.081,163,6,54,70,66,89,68,82,80,77,88,78,76,88,76,85,91,,24,1,2,,4,6
9/28/2020 12:30,9/28/2020 12:46,0,,100,958,1,9/28/2020 12:46,R_29g07BbgKrr1iXa,,,,,,,anonymous,EN,Get a fake temporary ring.,Leave the wedding.,Tell them right away and have them deal with it.,Call the taxi company to find the taxi it was left in.,Say nothing and hide.,1.967,38.158,80.355,7,63,69,73,84,15,16,86,18,23,91,91,93,65,5,4,Get a 2 bedroom apartment.,Ask any family for help.,Ask an friends for help.,Take him to a homeless shelter.,Ask government for assistance.,1.502,222.893,224.261,16,52,81,82,75,85,86,61,87,82,38,67,71,92,95,96,Plan how much food will be given out even if people starve a little.,Try to catch fish for food.,Try to keep everyone calm and assure them help is on the way.,Hide food from everyone.,Feed only those who really need it.,7.793,108.161,108.513,9,85,77,86,84,94,95,90,90,93,30,1,0,42,76,65,Leave to get help.,Stay with Todd.,Keep trying to get his arm out.,Try walking around until she gets service.,Try to find a cactus to get water.,4.394,11.15,108.284,3,94,94,94,22,73,75,66,69,72,80,66,80,63,63,67,Close the store.,Stay and work.,Call someone else in.,Call the court.,Quit.,2.012,79.864,92.073,8,80,85,25,74,85,86,50,69,71,89,89,92,50,85,89,Leave them their.,Call for help.,Rob them.,Pick the up and take them to safety.,Try to win the race and then say she saw someone lying unconscious.,1.41,90.086,93.467,16,8,1,1,94,92,93,10,0,0,50,75,50,10,0,0,,24,2,2,,2,9
9/28/2020 12:32,9/28/2020 12:47,0,,100,870,1,9/28/2020 12:47,R_xzxrgFqkZjpVIWd,,,,,,,anonymous,EN,tell his sister,delay the wedding a bit,call the taxi driver,lie to sister,find a replacement from the jeweler,1.409,1.409,50.789,1,49,86,88,83,89,90,54,70,70,25,45,79,23,84,51,Ask for family assistance,get a second job,play the lottery,seek government aid,Sell stuff,7.637,7.637,72.756,1,67,81,88,49,100,100,20,100,100,52,84,99,83,100,100,Begin a cult of cannibals,Ration food aggressively,throw people overboard,Call for other ships on the radio,Relinquish his role as captain,61.155,61.155,119.126,1,0,0,0,95,93,99,9,6,1,90,85,100,15,47,55,abandon the dude,stay with the dude and help to the bitter end,cut off his arm like in that movie,leave and return with help,go somewhere for better service,15.474,89.25,147.69,2,19,56,57,18,82,82,2,84,95,87,100,98,91,90,100,ditch the job to hit the court date,ask a friend to take over,close the store,call to reschedule court,temporarily close the store,11.232,11.232,46.976,1,69,90,93,24,92,94,78,83,83,36,92,93,91,92,92,quit the race to help the guy,keep racing cause who cares,radio for help but keep racing,ask competitors to help her help him,take that competitors dogs to run faster,1.551,1.551,87.706,1,68,100,88,45,65,12,56,69,47,83,82,82,14,24,7,,25,1,5,,5,4
9/28/2020 12:25,9/28/2020 12:47,0,,100,1292,1,9/28/2020 12:47,R_1E5ItD0e6BRGw9o,,,,,,,anonymous,EN,Call the taxi commission hotline and ask them to locate the cab,"Ask someone to borrow their ring, temporarily as a proxy.",Go to Jared Diamond's and buy a new ring on the spot.,"Tell the truth, maybe they're stall the ceremony for an hour or so.",Fake it and say someone stole it.,13.082,123.196,152.941,5,80,100,100,100,90,86,45,74,73,87,100,100,30,4,47,Use his life savings.,Buy an insurance policy.,Move his father to a poor suburb where housing is cheap.,Send his father to another relative.,Request the help of government and social services.,60.929,128.56,156.154,5,82,100,100,34,56,100,74,38,35,73,56,88,91,85,100,Ration it to those most likely to survive.,Men use less than women and children/elderly.,Ahmed shouldn't consume any to set an example.,Nobody gets any of it due to fairness.,Only passengers to consume it.,12.116,312.813,338.524,7,50,13,19,83,86,93,100,100,70,14,0,0,65,49,20,Let Todd die. Eva saves herself.,Eva goes down by herself to get help.,Eva should be aware people can survive without water for days.,There might be water source in the cervice.,Cut off Tod's arm.,9.9,88.277,117.85,5,50,0,15,100,86,95,38,51,18,34,100,22,34,7,16,Leave the store unattended.,Close the store temporarily.,Ignore the court appointment.,Call the court to let them know he will be late.,Do nothing.,8.642,50.183,79.134,5,62,17,39,75,59,100,25,17,60,100,100,100,78,73,42,Bury her competitor in snow.,Continue with the goal of winning.,"After calling for help, continue the race without attending to the competitor.",Take her competitor's dogs to double the speed.,Carry her competitor onto her own sledge.,9.969,99.155,132.121,6,0,0,0,66,9,34,85,55,30,0,0,0,90,100,100,,32,1,5,,4,6
9/28/2020 12:30,9/28/2020 12:47,0,,100,1023,1,9/28/2020 12:47,R_3PXMFSjheZOVntO,,,,,,,anonymous,EN,cry,call the taxi driver,let his sister know,go to meet the taxi driver, ask someone to help,6.79,33.541,44.62,2,50,64,99,100,100,100,25,100,48,100,100,100,100,100,100,move his father in anyway,move to his fathers home,get a new place with enough space,have a in home cna come and take care of his father ,see if theres any insurance to help cover the retirement home fees,7.401,7.401,60.614,1,100,100,100,20,100,99,80,100,100,49,80,100,80,49,99,instruct the passengers to ration their food,see if help can get there sooner,go fishing,rest,give everyone a portion of food to last. ,28.157,28.949,80.067,2,100,100,90,100,100,100,89,100,89,12,77,56,100,100,100,cover todd and go get help,look for a plant to get some water,see if anyone else is at the bottom  of the mountain.,go down the mountain and try to get service ,cry,78.444,168.363,168.851,4,100,83,96,100,100,99,99,100,100,99,100,100,86,48,100,continue to call boss,reschedule appointment ,see if appointment can be virtual ,see if someone else can cover the shift,close the store for the day,19.007,24.991,68.774,2,100,100,,100,100,86,100,100,99,100,100,100,13,50,3,stop her sled,call for help,check on the competitor,see if he has and wounds,make sure they are okay,12.287,12.287,56.599,1,100,100,82,100,100,100,100,100,98,91,99,77,94,100,98,,27,1,1,,2,7
