StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 12:08,8/21/2020 12:27,0,,100,1145,1,8/21/2020 12:27,R_33eAPNs2mIlMP6z,,,,,,,anonymous,EN,Heinz could seek help from friends.,Heinz could tell his wife that everything is under control to prevent her from feeling worse.,Heinz could take a loan.,Heinz could take a public donation for his wife.,Heinz could seek the help of health awareness activists.,10.999,67.047,125.82,4,95,97,97,74,91,80,81,94,95,55,80,87,44,89,70,Josh could walk to the airport.,Josh could call his mechanic for help.,Josh could hitch hike from passing vehicles.,Josh could decide it was probably best if he missed the flight.,Josh could call an Uber.,27.694,27.694,114.176,1,28,81,53,70,93,92,88,95,96,33,50,51,81,95,96,Brian could call his staff and question them.,Brian could take the money out of his staff's pay.,Brian could check from the surveillance camera who took the money.,Brian could get his staff arrested for theft.,Brian could choose to cover the missing money with his.,38.087,69.137,135.068,2,98,99,98,73,29,56,82,96,89,39,8,21,50,52,52,Liz could lie that she was not feeling fine so they don't have to go.,Liz could tell her friend about her expired membership.,Liz could choose not to say a word about it.,Liz could cancel out on her game with her friend without stating why.,Liz could ask her friend if they could spend time on something else.,20.419,124.499,124.954,3,51,26,54,63,98,91,51,25,27,49,23,40,77,46,38,Mary could lie to her teacher that she was sick last night.,Mary could tell her teacher the truth.,Mary could copy her friends homework on another paper.,Mary could skip the class.,Mary could explain to the teacher that she had done the assignment but she left it at home.,16.872,105.726,137.99,5,48,15,41,71,100,100,90,31,85,81,51,51,58,31,85,Brad could tell his friends that they are lost.,Brad could tell his friends that they are very close to being back to where they started.,Brad could lie to his friends that it was all part of the hiking session.,Brad could ask his friends for advice.,Brad could tell his friends everything he knows.,18.01,115.661,189.466,2,86,96,96,66,17,52,86,19,73,18,95,55,30,99,92,,34,1,5,,5,6,3,5,6,4,1,2
8/21/2020 12:15,8/21/2020 12:28,0,,100,737,1,8/21/2020 12:28,R_1F2F72M18PUsPJj,,,,,,,anonymous,EN,Deal drugs,Credit card fraud,Take out a loan,Get a better job,Start an online business,7.716,44.359,44.742,8,51,16,83,26,5,73,100,100,100,23,100,100,27,89,89,Take an UBER,Call a tow service,Call 911,Call his auto insurance,Re schedule the flight,40.781,66.508,77.511,6,100,100,100,100,100,100,5,37,42,100,100,100,19,72,47,Put his own money in register,Do nothing,Have a meeting,Review security footage,Make employee put money in there,78.556,104.656,122.388,5,7,100,100,85,8,66,16,82,83,100,100,100,6,0,0,Buy a new membership,Use a public phone,Renew membership,Go back to work,Call her friend later,25.335,83.47,83.445,10,100,100,100,100,100,100,100,100,100,72,72,71,49,50,50,"Go back home, get assignment","Call mom, make her bring it","Turn nothing it, get a 0",Ask for an extension,Tell the truth,1.01,48.558,48.858,12,12,92,91,100,100,100,5,100,100,100,100,100,100,100,100,Try to find their way back,Hunt for food,Make a fire,Melt snow over a fire,Wait for help,12.953,45.416,49.377,7,28,84,87,29,100,100,100,100,100,100,100,100,100,100,100,,28,1,5,,5,7,3,1,5,2,6,4
8/21/2020 12:09,8/21/2020 12:29,0,,100,1196,1,8/21/2020 12:29,R_116iUDzDAkVSFJr,,,,,,,anonymous,EN,shop around for new insurance,get a 2nd opinion,try holistic methods,take out a loan,borrow money from friends/family,0.819,0.819,44.925,1,40,100,100,100,100,100,71,100,100,100,100,100,64,67,80,hail a taxi,use a rideshare app,call a friend for pickup,call a tow service to the airport,call the flight agency and rebook,14.399,16.499,46.592,3,93,100,100,100,100,100,89,100,100,28,100,25,70,100,67,lie about it ,use his own pocket money ,tell the truth,leave work,not say anything,7.339,7.339,63.67,1,50,34,62,70,81,40,90,100,69,29,0,1,52,35,75,asking a stranger to use their phone,going online to renew the membership before she goes there,locating a payphone,going anyway to the gym,not going to the gym and just going home,7.669,7.669,58.306,1,92,100,100,30,100,82,0,100,20,47,100,60,72,65,58,tell the truth,call her mom at school and have her talk to the teacher,ask if she can turn it in the next day,lie about it,see if she can do it the same day,9.635,9.635,57.705,1,100,100,100,70,100,72,81,100,100,40,11,51,76,80,77,hunt for food,look for a cave ,setup a campsite with fire,make a SOS sign on the ground,keep going in the hopes they would find their way,53.21,94.24,168.575,6,100,100,100,82,100,100,100,100,85,85,100,100,50,100,86,,35,1,5,,3,6,1,6,4,3,5,2
8/21/2020 12:09,8/21/2020 12:29,0,,100,1196,1,8/21/2020 12:29,R_1QJTfwkh9MV14Fe,,,,,,,anonymous,EN,Get a loan from a bank or other lender,Pawn some belongings at the pawn shop,Ask his family and friends to borrow him some money,"Ask if there is a cheaper, generic version of the medication",Go to the casino and try and win some money,2.291,2.291,90.748,1,75,100,88,60,70,57,100,88,94,100,100,91,11,11,26,Call a taxi to take him to the airport,Call a friend to drive him to the airport,Give up and not go on the trip,Catch a later flight,Hitchhike to the airport,0.806,13.696,63.969,3,98,93,78,83,71,71,47,91,53,28,96,69,5,69,24,Put his own cash in the register,Tell the manager about the issue,Ask other staff members if they took it,Ask other staff members to pitch in money to balance it,Do nothing and act like he wasn't aware,0.902,14.896,79.1,2,87,75,89,85,94,64,60,57,67,60,32,55,27,7,46,Ask someone if she could use their phone to call her friend,Wait for her friend to arrive at the gym,Get a new membership,Do nothing and leave the gym,Ask the gym if they have any free guest passes available,1.042,1.042,85.038,1,93,81,89,87,78,79,86,100,95,45,10,25,42,44,32,Don't turn any homework in,Redo the homework,Copy someone elses homework,Call her mom and ask her to bring it to her,Tell her teacher and ask what she can do,13.918,13.918,51.622,1,49,53,50,74,59,48,23,3,30,78,88,72,65,79,62,Stay put and wait for the rescue team,Keep hiking and looking for help,Pretend they are not lost and keep walking,Start looking for food and water immediately,"Make a distress call, like a fire, or by screaming for help",14.988,14.988,87.204,1,75,77,78,90,93,85,40,4,18,55,85,72,25,84,54,,29,2,5,,4,5,1,3,2,5,6,4
8/21/2020 12:13,8/21/2020 12:29,0,,100,1000,1,8/21/2020 12:29,R_difflHcvbSldhYZ,,,,,,,anonymous,EN,Start an online crowd funding campaign on go fundme to pay for it.,Have Heinz get another job.,Have Heinz's wife find an online job like transcription to pay for it.,Talk to churches and see if they could give money and help out,See if they could get on food stamps and other types of welfare to pay for it.,6.68,101.591,118.05,10,90,97,98,90,93,95,87,89,93,83,87,92,63,55,90,He could hitchhike,He could flag another car down so he can call a tow truck,He can walk to the nearest gas station,He can call a family member for help,He can call the airport and see if they could let him get another flight for free,7.24,51.057,93.235,5,68,60,72,87,88,96,83,84,89,82,87,93,64,72,82,He could go to the bank and replace the money,He could tell his boss to take it from his check,He could tell his boss that someone stole it,He could tell his boss that he messed up but he was overworked so should not pay,He could say an emergency happened and he needed to use the money for the shop,6.637,85.173,112.319,5,83,93,97,88,94,95,45,38,34,16,16,16,24,24,25,She could show up and tell the gym she left her membership card at home and see if they let her in,She could just talk to her friend later,She could wait outside for her friend to show up and talk to her about it,she can buy a new membership,She could tell the gym staff to tell her friend what happened and leave a message for her,9.823,89.102,109.453,5,39,31,30,72,66,63,83,88,94,86,91,91,72,76,78,Tell the teacher and explain what happened tell her to call the mom.,Tell the teacher it was her moms fault and her mom has it.,Tell her you are sick use that as an excuse. ,Tell her that you are having family problems so it could not be done.,Tell her someone stole it on the bus.,11.115,95.026,109.931,6,94,94,97,78,70,78,55,50,57,59,56,60,62,64,75,They could try to hunt and find more food,They could try to make a tent and ration food,They could start a fire to catch attention and get help sooner,They could try to explore more till they get help sooner,Brad could murder his friends and when help arrives tell them it was an accident so he could have the food,9.799,72.871,104.301,6,81,85,94,85,90,96,67,71,78,55,57,61,3,4,3,,40,2,5,,5,5,2,3,4,5,1,6
8/21/2020 12:16,8/21/2020 12:30,0,,100,860,1,8/21/2020 12:30,R_3Hn0v7p7q5j6R13,,,,,,,anonymous,EN,Call a pharmacist friend and plead for help.,Call the company that manufactures the medication and ask for a sample.,Change medical insurance to one that will cover the medication.,Rob a local pharmacy to get it.,Reach out to friends and family for financial assistance.,2.717,2.717,67.492,1,15,20,9,13,83,23,66,94,90,1,0,1,72,76,97,Have his car towed and take an uber.,Have a friend meet him to drive him to the airport and handle the two for him afterward.,Call his insurance company and see if they can move the car without his presence...and then hail a taxi to get to the airport.,Just leave the car there and let the police tow it...and hitchhike to the airport.,Call a family member to explain the situation and have them tell their insurance company they were driving...to have it towed...and then catch a ride from them to the airport.,2.198,128.029,128.408,5,97,98,90,45,37,29,9,27,19,3,5,3,2,5,6,Call his manager to let him know and go home.,Take the money from his wallet and make the register whole.,Call others from the staff and have them drive to the bakery and chip in.,Leave it short so the manager will find out and identify why it's short.,Leave a note on the register for the morning manager and go home.,0.803,0.803,71.01,1,91,97,91,9,62,13,1,14,6,37,23,18,66,74,81,Go to a local business and borrow their phone to call her friend.,Ask the receptionist at the gym to let her friend know.,Ask the receptionist for a day pass after explaining the situation.,Drive home and call from the house to have someone at the gym let her friend know.,Leave a note on her friends car explaining the situation.,0.821,0.821,80.976,1,60,96,91,81,97,78,59,65,61,32,67,85,28,55,61,Call her mom to bring the assignment to school.,Explain the situation to her teacher and ask that she bring it as soon as possible.,Call another friend to get the assignment from her mom and bring it to her.,Hire an uber driver to go pick it up and bring the assignment to school.,See if her mom can scan it digitally and send it electronically.,1.773,68.873,82.662,5,68,100,73,93,86,99,36,75,43,9,91,5,60,95,57,Go hunting for food and water and make a shelter.,Call the local law enforcement and say that someone might die and have them send a helicopter.,"If he gets cell service, have someone use a drone to deliver supplies.",Tell everyone to fast and find water...and sleep under soil for warmth.,Have everyone huddle together and drink their own urine.,1.262,119.627,120.56,2,91,95,86,4,63,57,2,96,42,60,96,56,8,75,16,,45,1,5,,4,8,3,2,6,5,1,4
8/21/2020 12:14,8/21/2020 12:30,0,,100,1005,1,8/21/2020 12:30,R_3e5jbiYc0kirEkA,,,,,,,anonymous,EN,ask a friend to borrow the money,ask the doctor if there is an alternative,ask if there is a discount at the pharmacy,contact the pharmaceutical company to see if they have a program to help people who can't affford the medicine,sell something to get the money,6.519,6.519,61.32,1,50,92,98,100,100,100,81,100,100,60,100,84,85,100,100,"call a taxi to get to the airport, leaving his car there",call a tow truck and reschedule for a later flight,call a friend to come get his truck while he catches a taxi ,call a friend to take him to the airport and deal with his car when he gets back,cancel his trip altogether,12.168,106.998,112.802,3,0,3,0,82,100,100,91,100,100,1,0,0,0,100,4,take money from his own pocket to put in the register,call his boss to let him know what happened,doctor the documents like it is balanced,just put it in the safe the way it is,blame the loss on someone else,1.691,2.363,68.762,2,0,19,0,82,100,100,0,0,0,16,0,0,34,0,5,ask if she can use the phone at the gym,ask if someone at the gym can let her friend know,ask to go in just to let her friend know,go back to work and then call her from there,go home,4.57,87.731,88.321,2,50,100,100,39,79,86,93,88,90,6,0,0,0,11,0,go to class and explain to the teacher what happened,skip class until she has the assignment,call her mom and ask her to bring it to her,go to class and don't say anything,ask a friend if she can copy her assignment,1.879,58.733,59.198,2,93,100,100,7,0,0,21,95,82,61,43,0,6,0,4,try to find a water source,ask his friends what they want to do,try to find something to eat,call for help,cry,2.136,3,60.904,3,88,100,100,100,100,100,76,100,100,100,100,100,13,100,100,,39,2,5,,4,8,1,3,5,6,4,2
8/21/2020 12:12,8/21/2020 12:31,0,,100,1112,1,8/21/2020 12:31,R_3kFYxmjvkLdn6Vh,,,,,,,anonymous,EN,Start a gofundme to get the medication.,Steal the medication.,Steal money for the medication.,Argue with the insurance company until they agree to cover the medication.,Kidnap the insurance company's CEO's child until they agree to cover his wife's medication.,8.053,91.965,103.022,4,40,100,67,14,100,11,14,71,10,59,100,82,1,1,1,Call a tow truck and then a taxi.,Abandon the car and call a taxi.,Abandon the car and walk to the airport.,Call a friend to take him to the airport and look after his car.,Cancel the trip.,17.117,55.445,91.926,4,80,100,90,1,5,5,1,5,3,60,95,75,10,100,29,Put his own money into the register to make up the difference.,Get the whole staff to put in some money to make up the difference.,Not do anything and let the staff work overtime.,Recheck the receipts to see if a mistake was made.,Not tell anyone and leave before seeing the manager.,16.856,16.856,138.211,1,32,79,45,15,53,41,52,8,22,71,100,86,14,10,24,Renew her membership.,Ask someone if she can borrow their phone to call her friend.,Ditch her friend.,Leave a note with the gym to give to her friend.,Sneak into the gym to play racquetball.,14.978,14.978,90.983,1,61,100,75,70,100,84,10,5,21,20,61,52,9,9,6,Talk to the professor about turning in the work tomorrow.,Cal her mother to have her bring the assignment to her.,Lie to the professor to get them to get her an extension.,Skip the class and turn it in the next day.,Quickly copy her friends assignment and turn that in.,10.634,108.714,167.595,11,91,100,100,29,100,60,60,21,70,10,50,30,50,5,50,Collect wood and moss in order to build a fire.,Find a water source,Ration remaining food.,"Try to find a food source, perhaps by fishing.",Remain in one location.,23.94,137.987,209.859,3,90,100,94,66,100,100,85,100,88,55,100,100,60,100,83,,32,1,5,,5,8,6,3,5,4,2,1
8/21/2020 12:08,8/21/2020 12:31,0,,100,1347,1,8/21/2020 12:31,R_ptR81DCQznDhd1T,,,,,,,anonymous,EN,Contact the medication company to see if they have a plan to help. ,Find out if there is a charity that can help them out. ,Contact a government office to see if there is a program that can help them. ,Take out a loan to help. ,Cash in CD's or take money out of a retirement fund to help.,16.401,16.401,97.935,1,50,100,71,42,100,100,100,100,100,75,91,91,100,100,100,Call a tow truck for the car and reschedule his flight.,Call a friend to help him by staying with the car for a tow and catch an uber. ,Call a friend to help him by staying with the car and ask another friend to drive him to the airport. ,Find a tow truck company that is quick and can come get the car and call a cab.,Stay home to deal with the car and cancel his trip.,9.685,9.685,105.68,1,100,100,100,40,71,52,8,48,0,70,100,94,100,100,100,Put his own money into the register so he is not inconvenienced. ,Investigate to see if he can figure out where the shortfall was and address it so the manager won't make them all work overtime.,"Say it is ""not his problem"" and just let the manager make the staff work overtime.",Quit his job so he doesn't have to deal with it.  ,Feign an illness so he can go home and not worry about the consequences. ,17.725,17.725,154.882,1,2,18,0,100,100,100,34,0,48,5,0,2,17,0,10,Ask the receptionist at the gym to let her friend know the situation for her.,"Go home, leaving her friend wondering why she did not make it. ",Plead with the front desk to allow her one extra day explaining her membership just expired. ,Sneak in through the back and play the game with her friend. ,Go ahead and pay to renew the membership so she can play. ,13.849,13.849,322.511,1,100,100,100,4,0,12,0,30,0,0,0,0,100,100,100,Go to the office and call her Mom asking if she can bring her homework to school for her. ,Explain the situation to the teacher and ask for an extension. ,Fein an illness and go home so she can take it the next day. ,Ask a friend if she can quickly copy their work so she can turn something in. ,"Do not turn in the homework, accept the failing grade, and make her Mom feel bad. ",1.915,1.915,116.194,1,100,100,100,100,100,94,39,0,54,0,0,3,45,31,60,Lead the group in rationing their supplies so that they will have enough to survive.,Offer to hike on by himself with a little of the supplies so he can move faster and find help. ,"Gripe about the trip and how horrible an idea it was, making the situation worse for his friends. ",Make jokes about how they can eat each other if the situation got really bad. ,Pray for help to arrive soon. ,29.678,158.11,160.133,2,71,100,100,60,100,71,39,0,57,20,5,5,91,91,96,,52,2,5,,4,7,1,2,6,5,3,4
8/21/2020 12:19,8/21/2020 12:32,0,,100,786,1,8/21/2020 12:32,R_si0h9Yy01iXFijD,,,,,,,anonymous,EN,Heinz could rob a bank to pay for the medication,Heinz could rob a pharmacy for the drug directly,Heinz could threaten the pharmaceutical company,Heinz could take what money he does have and gamble with it in hopes of winning enough money,Heinz could euthanize his wife,1.329,5.401,81.945,2,1,50,15,1,50,25,14,2,50,4,0,7,0,0,0,Josh could carjack another driver,Josh could give up and miss his flight,Josh could hail an Uber,Josh could flag down a taxi,Josh could take the bus,1.234,1.234,36.681,1,0,0,0,0,50,30,83,85,87,55,85,35,15,81,14,Brad could do nothing,Brad could put his own money in the register to cover the difference,Brad could tell his manager what he knows,Brian could ask the other workers if any of their registers are over to account for the difference,Brian could steal the money from another register and put it in his,1.211,1.211,85.434,1,46,33,35,50,23,23,76,91,86,76,81,91,8,1,1,She could ask the gym for a guest pass,She could renew her membership on the spot,She could ask a gym employee to tell her friend what happened,She could ignore the problem and go have lunch,She could go back and get her phone,0.871,1.872,97.095,3,50,67,67,50,63,75,33,66,63,18,20,23,29,73,57,Mary could tell the teacher what happened,Mary could ignore the issue and turn in nothing,Mary could turn in the homework the following class,Mary could call her mom and ask her to bring the homework,Mary could try to quickly recreate the homework assignment,4.959,4.959,87.063,1,94,95,97,41,50,50,65,50,90,41,67,40,29,38,42,Brad could tell his friends the situation,Brad could keep the problem to himself,Brad could murder his friends and use them for food,Brad could give up and choose to die in the wilderness,Brad could ask his friends for help,1.16,1.16,76.15,1,78,94,90,35,16,15,1,0,0,1,0,0,70,82,84,,36,1,5,,4,6,5,6,4,2,1,3
8/21/2020 12:08,8/21/2020 12:32,0,,100,1472,1,8/21/2020 12:32,R_2ylpYPmLyE3ayD6,,,,,,,anonymous,EN,"Check prices in Canada, usually cheaper.","Write to medicine company, they usually have lower prices for those who don't have insurance.",Write to insurance company to reconsider this med because she has to have it.,Look for charity organizations that will pay for the med.,Refinance their house.,16.062,178.124,194.446,11,91,92,92,100,100,100,100,100,100,80,100,89,50,100,17,Call a tow truck (or AAA) and have them tow it to a shop.,Call Lyft for a ride to airport leaving car on highway and pay for getting it out of police dept when he gets back.,"Call a ""very good friend"" to come get him and get the car towed somewhere for him.",Call airlines to try to change ticket for next flight.,Cancel the whole trip and then sit there and sulk about it until a cop shows up and helps him get it towed.,24.207,24.207,162.126,1,100,100,100,51,12,64,100,100,100,100,100,100,51,16,91,"Wait till morning and talk it over with day manager or their boss. Sometimes a boss will sneakily take money out of the register to see how you'll handle it, so talk to him first.",Throw in the money himself.,Talk to other employees and see if anybody knows anything about it.,Go thru all the receipts and maybe try to figure out if there's a legit short somewhere.,"If all else fails, work OT with the rest of the staff keeping an eye out for one of the employees who might be guilty.",19.941,156.303,213.519,10,100,100,90,50,84,50,100,100,100,100,100,100,82,30,100,"No phone but has her wallet, then pay for her membership then and there.","Ask management to let her in because she's a member and is good for it, then pay it the next day.",Wait for her friend and take her out to lunch.,Wait for her friend and figure out something alternate to do.,Wait for her friend and watch her friend who has a membership whack the ball against the wall.,28.059,228.705,251.512,19,100,100,100,51,71,85,100,100,100,91,91,91,51,51,21,Call Mom and tell her to bring it.,Tell the teacher what happened and take a lower grade for it being late.,Try to redo the assignment before or at beginning of class.,Ask herself why she didn't notice this earlier while eating lunch!,Skip class and tell teacher she was sick.,19.858,122.199,136.577,8,100,70,100,100,100,100,100,82,100,100,100,100,100,16,100,Look for shelter or make shelter from limbs/leaves or whatever he finds.,"Look for a spot to build a huge fire to signal rescue, then sit close enough to keep warm.","Snuggle up all together to keep warm, in a place where they can be seen from above.",Keep walking to a place where they can be seen from above.,"If it's cold in Canada there's probably snow, so melt snow to drink from their fire.",17.975,165.407,203.408,4,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,,69,2,5,,4,5,1,3,2,5,6,4
8/21/2020 12:16,8/21/2020 12:33,0,,100,1021,1,8/21/2020 12:33,R_3rZFQrrh1dyjGBm,,,,,,,anonymous,EN,expensive money in medication,but not covered by her medical insurance,neede money for purchasing,it is very expansive medication,virtual for her,1.434,55.351,108.408,4,94,87,99,69,70,93,87,66,89,95,64,100,90,78,84,hunting safari in africa,he leaves with plenty of time makes breakes down on the highway,he car is near busy,catch flight,mainly catch the flight ,1.292,123.27,157.744,7,99,100,100,75,94,85,97,79,100,100,86,75,100,74,99,Staff work,realizes 50.75,Missing money is responsible for end of the day,manager will make the entire staff work,Barain is the evening manager at a barkey ,1.712,184.688,186.288,9,100,82,97,95,100,81,85,87,95,68,100,77,88,74,96,Game,Gym,friend,her membership,lunch break,1.543,1.543,48.147,1,74,98,100,100,86,100,86,100,100,100,89,94,73,85,100,Homework remember,assignment backpack,making lunch,nothing credit ,final class very hard,1.247,1.247,62.66,1,90,97,100,100,100,92,100,67,100,97,77,94,74,81,100,Mountains in the canadian ,couple of day lost,rescue crew could arrive long,food water left,extremely cold,1.598,60.695,138.859,4,96,88,100,95,96,67,100,78,98,86,82,100,96,81,98,,48,1,5,,5,10,4,2,1,6,5,3
8/21/2020 12:15,8/21/2020 12:33,0,,100,1063,1,8/21/2020 12:33,R_3Dd3YPMpZWFgJYk,,,,,,,anonymous,EN,ask for help,Ask for a different medicine,check with family and friends,dont take medicine,ask pharmacy for help,2.396,10.347,48.627,2,100,100,100,100,100,100,90,99,100,0,0,,0,0,0,flag someone down,call a cabl,ask friend to pick him up,try to reschedule flight,do nothing,1.043,28.059,28.437,2,100,100,100,94,91,98,100,100,100,0,0,0,0,0,0,put money in himself,try to find out where money is,speak to co workers about it,check cameras,tell boos,5.354,101.131,102.286,2,100,97,100,92,100,89,100,88,100,100,91,100,100,100,100,ask to use their phone,renew membership,go to here friend to tell her,go home,not say anything,2.594,4.713,34.331,2,100,100,100,100,100,100,75,100,89,0,0,0,0,0,0,ask her mother to bring it to her,explain the problem to the teacher,ask for an additional day to turn it in,ask her mom to send her a picture of it ,try to remember what you wrote and redo it ,11.76,39.181,180.021,4,91,98,90,100,100,100,91,83,90,87,100,92,83,87,80,try to find help,keep going,try to send sos sign,see if they could get cell phone signal,yell,380.481,380.481,402.476,1,85,100,97,85,100,91,87,96,87,99,100,100,90,100,100,,50,2,5,,4,5,5,6,3,4,1,2
8/21/2020 12:20,8/21/2020 12:34,0,,100,854,1,8/21/2020 12:34,R_241nDkn1jqSwXNG,,,,,,,anonymous,EN,Inform the doctor of the situation.,Ask family for money.,Ask friends for money.,Sell items.,Rob a store.,1.778,69.387,73.797,4,100,100,100,81,100,100,53,100,100,72,100,100,1,1,1,Call a cab.,Call AAA,Call friend to come pick him up.,Call family member to pick him up.,Take another flight.,6.028,6.028,71.213,1,92,100,100,100,100,100,71,100,100,41,100,100,52,100,100,Pay the difference out of his own pocket.,Ask staff to pitch in.,Make the staff to work overtime.,Ask the staff to work overtime.,Let the main manager do whatever he/she feels necessary.,1.928,89.121,103.419,5,51,100,54,50,100,51,81,51,52,72,100,53,50,100,80,Sneak in to play.,Ask someone to use their phone.,Go back to work.,Pay for a new membership.,Go home.,1.811,1.811,74.611,1,20,1,1,92,100,100,73,100,100,82,100,100,20,100,53,Call mom to bring assignment.,Explain to teacher what happened.,Go home and find it.,Tell teacher what happened and ask for 1 day delay.,Ask for extra credit.,6.871,6.871,85.068,1,100,100,98,100,100,100,51,100,100,72,100,100,61,100,100,Stay put.,make something to catch rain water,"look for edible things (bugs, fish, etc.)",start a controlled fire,find an open space for an SOS sign,15.609,79.868,137.51,4,51,100,100,51,100,100,81,100,100,29,73,74,81,100,100,,51,2,2,,3,5,4,3,6,5,2,1
8/21/2020 12:23,8/21/2020 12:35,0,,100,701,1,8/21/2020 12:35,R_3m7PnreYcd0rbgz,,,,,,,anonymous,EN,raise money for it,sell some valuables,work extra hours,steal the medicine ,ask for donations,1.237,1.237,30.207,1,75,97,96,87,95,95,84,93,94,25,12,16,83,92,95,ask a stranger to take him,wait for a cacb,miss the flight,ask a friend for a ride,try to fix the car,15.642,15.642,55.615,1,77,88,89,92,95,95,26,43,40,83,93,94,76,89,90,replace the cash,tell his manager about it,search for the money,have a meeting with the staff,check if there are cameras and find the guilty one. ,60.566,60.566,103.269,1,67,78,78,87,89,86,82,86,85,80,83,85,73,84,86,borrow a phone,email her,do nothing,send her a message with someone,let her know by other means. ,1.304,123.545,125.257,3,76,84,84,84,90,91,81,86,87,83,90,88,75,84,85,pretend she is sick,tell the teacher about it,call her mom to bring her homework,ask the teacher for more time,miss the credit,1.429,1.429,44.604,1,32,17,64,75,89,80,61,75,76,79,91,88,89,100,93,keep body warmth,try to make signals with fire,look for food,try to figure where they are based on the stars and sun,yell for help. ,1.789,6.316,50.23,2,83,93,96,75,91,92,88,94,95,65,67,81,100,94,96,,29,2,5,,5,6,5,3,6,4,2,1
8/21/2020 12:13,8/21/2020 12:36,0,,100,1348,1,8/21/2020 12:36,R_33EBR7JkDYKBVQy,,,,,,,anonymous,EN,Seek help from social nertworks,Will try to sell his property,Will try renew insurance ,He asks for help with friends,Pray to the god,5.061,31.402,95.85,4,38,29,63,70,47,61,47,75,65,24,32,19,31,56,44,Ask  help highway  strangers ,Walking,book Call taxi,Need friends help,He tried catch the lift ,22.528,141.686,143.343,24,45,83,55,24,9,36,66,57,82,45,30,69,44,31,57,Will explain the situation,He need help to the colleague,Recover the money on his own fund,Or reduce his salary,Lay off the job,1.114,32.578,74.637,5,54,51,37,40,29,63,45,30,64,39,28,30,39,68,59,she decide take phone from others ,go away from the gym,Ask apology to the gym management ,Go to another gym,Play with playground,21.544,252.761,277.335,35,37,66,45,69,89,74,33,21,45,64,76,70,27,66,86,Ask for more time,She will explain the problem to them,She intends to finish there soon ,She asks for a chance to go home and pick it up during the lunch break,Otherwise she will apologize to them,26.534,211.119,211.745,14,43,70,57,42,29,37,28,15,22,38,45,18,61,78,68,There he will hear the fire and wait for himself,He will try to inform them,trying to collect the necessary food,He will try indentify the smoke for that place ,Who will try to walk away from that place to cutout place,4.786,201.261,245.085,16,42,32,52,37,71,57,61,80,75,35,17,27,62,80,74,,34,1,5,,5,4,5,2,6,1,3,4
