,vignette_name,generation_number,generation_time,response,reflection_score,id
1586,scenario7,3,5.775,Take my shoes off.,1.0,R_2qz7s0lej5jrnUK
1587,scenario7,4,15.14,Finish my project.,1.0,R_2qz7s0lej5jrnUK
1588,scenario7,5,9.314,Talk to myself out loud.,1.0,R_2qz7s0lej5jrnUK
1589,scenario7,6,9.909,Make a phone call on speaker.,1.0,R_2qz7s0lej5jrnUK
1590,scenario7,7,18.82,Let my family know I will be late for dinner.,1.0,R_2qz7s0lej5jrnUK
1591,scenario7,8,12.185,Get everything in order for the next day.,1.0,R_2qz7s0lej5jrnUK
1592,scenario8,1,15.45,Say hi to the person next to me.,1.0,R_2qz7s0lej5jrnUK
1593,scenario8,2,8.566,Ignore everyone.,1.0,R_2qz7s0lej5jrnUK
1594,scenario8,3,21.966,Get out my phone and do something on it.,1.0,R_2qz7s0lej5jrnUK
1595,scenario8,4,25.14,Make small talk about the weather.,1.0,R_2qz7s0lej5jrnUK
1596,scenario8,5,20.64,Smile at someone.,1.0,R_2qz7s0lej5jrnUK
1597,scenario8,6,31.292,Introduce myself to someone.,1.0,R_2qz7s0lej5jrnUK
1598,scenario8,7,27.719,Stare at the floor numbers lighting up.,1.0,R_2qz7s0lej5jrnUK
1599,scenario8,8,7.876,Think about something I need to do that day.,1.0,R_2qz7s0lej5jrnUK
1600,scenario3,1,5.441,ask the librarian about a book,0.8571428571428571,R_2rOcUiYK4icbjSP
1601,scenario3,2,11.73,sit quietly and read,1.0,R_2rOcUiYK4icbjSP
1602,scenario3,3,15.465,chat with other students in the library,0.8571428571428571,R_2rOcUiYK4icbjSP
1603,scenario3,4,15.381,take a book from the shelf and put it back,1.0,R_2rOcUiYK4icbjSP
1604,scenario3,5,21.448,ask the librarian where the restroom is,1.0,R_2rOcUiYK4icbjSP
1605,scenario3,6,10.076,sit down and look up information on my laptop,0.8571428571428571,R_2rOcUiYK4icbjSP
1606,scenario3,7,19.112,sit on the floor and stare into space,0.5714285714285714,R_2rOcUiYK4icbjSP
1607,scenario3,8,7.942,have difficulty connecting to the wifi,1.0,R_2rOcUiYK4icbjSP
1608,scenario4,1,6.827,sit quietly,1.0,R_2rOcUiYK4icbjSP
1609,scenario4,2,8.598,become annoyed with the person sitting next to me,0.7142857142857143,R_2rOcUiYK4icbjSP
1610,scenario4,3,3.799,daydream,1.0,R_2rOcUiYK4icbjSP
1611,scenario4,4,7.25,put in headphones and listen to music,1.0,R_2rOcUiYK4icbjSP
1612,scenario4,5,4.41,order a drink,1.0,R_2rOcUiYK4icbjSP
1613,scenario4,6,9.572,desperately try not to break wind,0.7142857142857143,R_2rOcUiYK4icbjSP
1614,scenario4,7,6.283,get up and use the lavatory,1.0,R_2rOcUiYK4icbjSP
1615,scenario4,8,4.145,stare at the video display in the headrest in front of me,1.0,R_2rOcUiYK4icbjSP
1616,scenario6,1,9.984,Take notes on the material the professor is discussing.,1.0,R_2rOcUiYK4icbjSP
1617,scenario6,2,8.44,zone out,0.42857142857142855,R_2rOcUiYK4icbjSP
1618,scenario6,3,9.959,whisper to the student next to me.,0.7142857142857143,R_2rOcUiYK4icbjSP
1619,scenario6,4,14.908,doodle on a sheet of paper,0.42857142857142855,R_2rOcUiYK4icbjSP
1620,scenario6,5,6.868,ask a question about the material,1.0,R_2rOcUiYK4icbjSP
1621,scenario6,6,16.343,rifle through my backpack for a new pen,1.0,R_2rOcUiYK4icbjSP
1622,scenario6,7,12.928,take a sip of water from my water bottle,1.0,R_2rOcUiYK4icbjSP
1623,scenario6,8,5.856,surf the internet on my laptop,0.42857142857142855,R_2rOcUiYK4icbjSP
1624,scenario8,1,5.026,stand still,1.0,R_2rOcUiYK4icbjSP
1625,scenario8,2,9.313,hit the emergency stop button,0.14285714285714285,R_2rOcUiYK4icbjSP
1626,scenario8,3,9.244,inspect the other passengers,0.8571428571428571,R_2rOcUiYK4icbjSP
1627,scenario8,4,7.671,put my hands in my pockets,1.0,R_2rOcUiYK4icbjSP
1628,scenario8,5,13.002,cough into my hand,0.8571428571428571,R_2rOcUiYK4icbjSP
1629,scenario8,6,7.87,stare at the ceiling,1.0,R_2rOcUiYK4icbjSP
1630,scenario8,7,12.45,ask the person next to me for the time,0.8571428571428571,R_2rOcUiYK4icbjSP
1631,scenario8,8,5.169,look at my cell phone,1.0,R_2rOcUiYK4icbjSP
1632,scenario3,1,2.576,read,1.0,R_2roWIm4eyIIE02i
1633,scenario3,2,3.153,study,1.0,R_2roWIm4eyIIE02i
1634,scenario3,3,3.0,nap,1.0,R_2roWIm4eyIIE02i
1635,scenario3,4,4.336,meditate,1.0,R_2roWIm4eyIIE02i
1636,scenario3,5,4.243,listen to music,1.0,R_2roWIm4eyIIE02i
1637,scenario3,6,3.818,consult a librarian,1.0,R_2roWIm4eyIIE02i
1638,scenario3,7,6.217,use the computer,1.0,R_2roWIm4eyIIE02i
1639,scenario3,8,3.018,print documents,1.0,R_2roWIm4eyIIE02i
1640,scenario4,1,1.738,read,1.0,R_2roWIm4eyIIE02i
1641,scenario4,2,1.686,eat,1.0,R_2roWIm4eyIIE02i
1642,scenario4,3,1.857,sleep,1.0,R_2roWIm4eyIIE02i
1643,scenario4,4,3.158,listen to music,1.0,R_2roWIm4eyIIE02i
1644,scenario4,5,2.789,watch a movie,1.0,R_2roWIm4eyIIE02i
1645,scenario4,6,3.833,chat with a friend,1.0,R_2roWIm4eyIIE02i
1646,scenario4,7,8.023,stretch my legs,1.0,R_2roWIm4eyIIE02i
1647,scenario4,8,9.115,go to the restroom,1.0,R_2roWIm4eyIIE02i
1648,scenario5,1,14.929,practice my presentation,1.0,R_2roWIm4eyIIE02i
1649,scenario5,2,6.134,think of questions to pose,1.0,R_2roWIm4eyIIE02i
1650,scenario5,3,23.081,review notes,1.0,R_2roWIm4eyIIE02i
1651,scenario5,4,10.119,make phone calls,1.0,R_2roWIm4eyIIE02i
1652,scenario5,5,6.878,play music,1.0,R_2roWIm4eyIIE02i
1653,scenario5,6,11.436,listen to voicemails,1.0,R_2roWIm4eyIIE02i
1654,scenario5,7,20.021,think of last-minute tasks,1.0,R_2roWIm4eyIIE02i
1655,scenario5,8,9.968,clear my mind,1.0,R_2roWIm4eyIIE02i
1656,scenario8,1,9.362,speak to the other people on the elevator,1.0,R_2roWIm4eyIIE02i
1657,scenario8,2,3.225,remain silent,1.0,R_2roWIm4eyIIE02i
1658,scenario8,3,6.356,check my emails on my phone,1.0,R_2roWIm4eyIIE02i
1659,scenario8,4,5.744,browse social media on my phone,1.0,R_2roWIm4eyIIE02i
1660,scenario8,5,7.192,check news articles on my phone,1.0,R_2roWIm4eyIIE02i
1661,scenario8,6,7.491,stare at the elevator buttons,1.0,R_2roWIm4eyIIE02i
1662,scenario8,7,7.827,listen to voicemails,1.0,R_2roWIm4eyIIE02i
1663,scenario8,8,5.997,tap my foot,1.0,R_2roWIm4eyIIE02i
1664,scenario1,1,6.644,look at displays,1.0,R_2s5yhsQZDSPebac
1665,scenario1,2,3.472,take photos,1.0,R_2s5yhsQZDSPebac
1666,scenario1,3,5.365,youtube livestream,0.5714285714285714,R_2s5yhsQZDSPebac
1667,scenario1,4,8.092,talk someone,1.0,R_2s5yhsQZDSPebac
1668,scenario1,5,157.983,record my voice on phone as I look around,0.5714285714285714,R_2s5yhsQZDSPebac
1669,scenario1,6,13.505,find the area I like go there immediately ,0.8571428571428571,R_2s5yhsQZDSPebac
1670,scenario1,7,13.148,take photos with friends in pictures,0.5714285714285714,R_2s5yhsQZDSPebac
1671,scenario1,8,6.774,go to eating area,1.0,R_2s5yhsQZDSPebac
1672,scenario3,1,5.635,pick a book I like to read,1.0,R_2s5yhsQZDSPebac
1673,scenario3,2,4.714,pick a magazine,1.0,R_2s5yhsQZDSPebac
1674,scenario3,3,8.637,get the newspaper,1.0,R_2s5yhsQZDSPebac
1675,scenario3,4,5.777,use their computer go on internet,1.0,R_2s5yhsQZDSPebac
1676,scenario3,5,103.097,put head on desk,0.8571428571428571,R_2s5yhsQZDSPebac
1677,scenario3,6,7.112,talk someone,0.5714285714285714,R_2s5yhsQZDSPebac
1678,scenario3,7,8.967,ask for advice at counter,1.0,R_2s5yhsQZDSPebac
1679,scenario3,8,9.549,browse aisles,1.0,R_2s5yhsQZDSPebac
1680,scenario6,1,14.847,play a smartphone game,0.42857142857142855,R_2s5yhsQZDSPebac
1681,scenario6,2,20.431,text someone I know,0.42857142857142855,R_2s5yhsQZDSPebac
1682,scenario6,3,12.107,go in the internet by phone,0.42857142857142855,R_2s5yhsQZDSPebac
1683,scenario6,4,5.068,facebook post,0.5714285714285714,R_2s5yhsQZDSPebac
1684,scenario6,5,6.162,take a photo secretly,0.14285714285714285,R_2s5yhsQZDSPebac
1685,scenario6,6,12.634,put head on desk,0.7142857142857143,R_2s5yhsQZDSPebac
1686,scenario6,7,9.622,check watch,1.0,R_2s5yhsQZDSPebac
1687,scenario6,8,4.513,go on amazon.com order something,0.14285714285714285,R_2s5yhsQZDSPebac
1688,scenario7,1,10.155,watch tv on phone,0.2857142857142857,R_2s5yhsQZDSPebac
1689,scenario7,2,6.23,fall asleep,0.5714285714285714,R_2s5yhsQZDSPebac
1690,scenario7,3,10.484,eat something I brought with me,1.0,R_2s5yhsQZDSPebac
1691,scenario7,4,10.034,play a smartphone game,0.5714285714285714,R_2s5yhsQZDSPebac
1692,scenario7,5,4.095,take a photo,0.5714285714285714,R_2s5yhsQZDSPebac
1693,scenario7,6,5.75,youtube livestream,0.42857142857142855,R_2s5yhsQZDSPebac
1694,scenario7,7,15.905,change my clothes,1.0,R_2s5yhsQZDSPebac
1695,scenario7,8,8.043,shred some paper,0.8571428571428571,R_2s5yhsQZDSPebac
1696,scenario2,1,10.182,Eat lots of beef,1.0,R_2tEV2kHVAeoyFag
1697,scenario2,2,15.972,sample different desserts,1.0,R_2tEV2kHVAeoyFag
1698,scenario2,3,14.137,avoid things I do not like to eat,1.0,R_2tEV2kHVAeoyFag
1699,scenario2,4,13.56,try new foods,1.0,R_2tEV2kHVAeoyFag
1700,scenario2,5,10.637,overeat,0.2857142857142857,R_2tEV2kHVAeoyFag
1701,scenario2,6,16.918,take more than I can eat,0.14285714285714285,R_2tEV2kHVAeoyFag
1702,scenario2,7,17.355,sit with friends,1.0,R_2tEV2kHVAeoyFag
1703,scenario2,8,7.685,drink water,1.0,R_2tEV2kHVAeoyFag
1704,scenario4,1,7.15,sleep,1.0,R_2tEV2kHVAeoyFag
1705,scenario4,2,3.534,read,1.0,R_2tEV2kHVAeoyFag
1706,scenario4,3,7.08,eat,1.0,R_2tEV2kHVAeoyFag
1707,scenario4,4,4.995,space out,1.0,R_2tEV2kHVAeoyFag
1708,scenario4,5,4.173,flirt,1.0,R_2tEV2kHVAeoyFag
1709,scenario4,6,5.068,listen music,1.0,R_2tEV2kHVAeoyFag
1710,scenario4,7,10.29,stare at nothing,1.0,R_2tEV2kHVAeoyFag
1711,scenario4,8,8.602,use toilet,1.0,R_2tEV2kHVAeoyFag
1712,scenario5,1,7.101,drink water,1.0,R_2tEV2kHVAeoyFag
1713,scenario5,2,7.437,use toilet,1.0,R_2tEV2kHVAeoyFag
1714,scenario5,3,13.784,jumping jacksd,0.2857142857142857,R_2tEV2kHVAeoyFag
1715,scenario5,4,8.601,call on phone,1.0,R_2tEV2kHVAeoyFag
1716,scenario5,5,6.189,walk fast,1.0,R_2tEV2kHVAeoyFag
1717,scenario5,6,6.245,stop and read,0.8571428571428571,R_2tEV2kHVAeoyFag
1718,scenario5,7,6.048,listen to podcast,0.7142857142857143,R_2tEV2kHVAeoyFag
1719,scenario5,8,4.66,waste time,1.0,R_2tEV2kHVAeoyFag
1720,scenario6,1,6.697,pay attention,1.0,R_2tEV2kHVAeoyFag
1721,scenario6,2,5.159,take notes,1.0,R_2tEV2kHVAeoyFag
1722,scenario6,3,6.016,read a book,0.14285714285714285,R_2tEV2kHVAeoyFag
1723,scenario6,4,6.336,space out,0.14285714285714285,R_2tEV2kHVAeoyFag
1724,scenario6,5,8.358,read social media,0.14285714285714285,R_2tEV2kHVAeoyFag
1725,scenario6,6,5.899,stare at wall,0.2857142857142857,R_2tEV2kHVAeoyFag
1726,scenario6,7,4.21,flirt,0.42857142857142855,R_2tEV2kHVAeoyFag
1727,scenario6,8,4.257,fall aslee[p,0.14285714285714285,R_2tEV2kHVAeoyFag
1728,scenario1,1,7.715,I would give them my backpack,1.0,R_2uUkS0ZBSZsjJoi
1729,scenario1,2,8.417,I did leave the museum and go take my backpack back home,0.2857142857142857,R_2uUkS0ZBSZsjJoi
1730,scenario1,3,11.829,I would tell the guard that I have an oxygen machine in my backpack that keeps me alive,0.2857142857142857,R_2uUkS0ZBSZsjJoi
1731,scenario1,4,18.102,I just leave and forget about the museum,0.42857142857142855,R_2uUkS0ZBSZsjJoi
1732,scenario1,5,24.064,"I try to beg the guard to let me take my backpack with me, there's valuables in there",0.7142857142857143,R_2uUkS0ZBSZsjJoi
1733,scenario1,7,9.82,Leave my backpack on the floor and then go into the museum,0.2857142857142857,R_2uUkS0ZBSZsjJoi
1734,scenario1,8,17.409,Take my backpack into the museum anyway,0.2857142857142857,R_2uUkS0ZBSZsjJoi
1735,scenario6,1,4.906,I could sit and take notes,1.0,R_2uUkS0ZBSZsjJoi
1736,scenario6,2,10.665,I could read my game of thrones books,0.5714285714285714,R_2uUkS0ZBSZsjJoi
1737,scenario6,3,5.046,I could talk to the cute girl sitting next to me,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1738,scenario6,4,6.604,I could actually pay attention to what's going on in the class,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1739,scenario6,5,6.575,I could think up a bunch of questions to ask the professor,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1740,scenario6,6,7.093,I could get up and go down to the very front,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1741,scenario6,7,9.58,I could go to the back row and take a nap,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1742,scenario6,8,25.09,I could play games on my laptop,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1743,scenario7,1,5.692,Actually do some work,1.0,R_2uUkS0ZBSZsjJoi
1744,scenario7,2,9.818,Put my feet up on the desk,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1745,scenario7,3,6.589,Go to websites that I normally would not during work,0.5714285714285714,R_2uUkS0ZBSZsjJoi
1746,scenario7,4,9.801,Use the trashcan and play basketball,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1747,scenario7,5,12.027,Go in the break room and make a humongous sandwich,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1748,scenario7,6,4.914,Go make a pot of coffee,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1749,scenario7,7,13.597,Go to the nearest window and look out over the city,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1750,scenario7,8,21.05,See if someday left in the lunch in the refrigerator,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1751,scenario8,1,23.805,"I would smile, then stand there and mind my own business.",0.8571428571428571,R_2uUkS0ZBSZsjJoi
1752,scenario8,2,9.768,I could say hello to somebody,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1753,scenario8,3,14.709,I could start a conversation with somebody that was in the elevator,0.7142857142857143,R_2uUkS0ZBSZsjJoi
1754,scenario8,4,14.608,I could pull out my phone and start playing games,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1755,scenario8,5,36.252,I could pretend that I was upset because the elevator was so slow,0.2857142857142857,R_2uUkS0ZBSZsjJoi
1756,scenario8,6,26.429,I could press all the buttons for the floors and get everybody mad,0.2857142857142857,R_2uUkS0ZBSZsjJoi
1757,scenario8,7,13.897,Listen to my iPod,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1758,scenario8,8,13.044,Read notes for a meeting,0.8571428571428571,R_2uUkS0ZBSZsjJoi
1759,scenario3,1,2.92,Homework,1.0,R_2uXaBM7iguHtEVR
1760,scenario3,2,7.341,Study,1.0,R_2uXaBM7iguHtEVR
1761,scenario3,3,3.842,Text someone ,1.0,R_2uXaBM7iguHtEVR
1762,scenario3,4,12.051,Read,1.0,R_2uXaBM7iguHtEVR
1763,scenario3,5,7.701,Go on the computer,1.0,R_2uXaBM7iguHtEVR
1764,scenario3,6,7.401,Writexa letter ,1.0,R_2uXaBM7iguHtEVR
1765,scenario3,7,9.334,Sleep ,0.2857142857142857,R_2uXaBM7iguHtEVR
1766,scenario3,8,4.978,Look around,1.0,R_2uXaBM7iguHtEVR
1767,scenario4,1,3.149,Sleep,1.0,R_2uXaBM7iguHtEVR
1768,scenario4,2,5.001,Read a book,1.0,R_2uXaBM7iguHtEVR
1769,scenario4,3,5.916,Watch a movie,1.0,R_2uXaBM7iguHtEVR
1770,scenario4,4,7.349,Listen to music,1.0,R_2uXaBM7iguHtEVR
1771,scenario4,5,6.876,Look out the window,1.0,R_2uXaBM7iguHtEVR
1772,scenario4,6,6.202,Talk to someone ,1.0,R_2uXaBM7iguHtEVR
1773,scenario4,7,7.601,Eat,1.0,R_2uXaBM7iguHtEVR
1774,scenario4,8,4.379,Solve a puzzle,1.0,R_2uXaBM7iguHtEVR
1775,scenario5,1,11.494,Catch up with someone ,1.0,R_2uXaBM7iguHtEVR
1776,scenario5,2,6.201,Get organized ,1.0,R_2uXaBM7iguHtEVR
1777,scenario5,3,5.561,Make an appt,1.0,R_2uXaBM7iguHtEVR
1778,scenario5,4,7.487,Go to the bathrooms ,1.0,R_2uXaBM7iguHtEVR
1779,scenario5,5,4.953,Excercise,1.0,R_2uXaBM7iguHtEVR
1780,scenario5,6,2.475,Eat,1.0,R_2uXaBM7iguHtEVR
1781,scenario5,7,5.32,Get a drink,1.0,R_2uXaBM7iguHtEVR
1782,scenario5,8,10.682,Call home,1.0,R_2uXaBM7iguHtEVR
1783,scenario6,1,12.12,Isten to the teacher,1.0,R_2uXaBM7iguHtEVR
1784,scenario6,2,4.25,Sleep,0.2857142857142857,R_2uXaBM7iguHtEVR
1785,scenario6,3,5.388,Take notes,1.0,R_2uXaBM7iguHtEVR
1786,scenario6,4,11.667,Look at my phone,0.7142857142857143,R_2uXaBM7iguHtEVR
1787,scenario6,5,11.41,Talk to friends,0.5714285714285714,R_2uXaBM7iguHtEVR
1788,scenario6,6,7.342,Study,1.0,R_2uXaBM7iguHtEVR
1789,scenario6,7,5.358,Take notes,1.0,R_2uXaBM7iguHtEVR
1790,scenario6,8,12.323,Sing,0.14285714285714285,R_2uXaBM7iguHtEVR
1791,scenario1,1,19.052,fight the guard because i had drugs in my backback,0.14285714285714285,R_2vkntiwCVTG3x1h
1792,scenario1,2,12.304,tell him okay and put it in there,1.0,R_2vkntiwCVTG3x1h
1793,scenario1,3,11.887,argue with him because i dont want to,0.42857142857142855,R_2vkntiwCVTG3x1h
1794,scenario1,4,10.174,go walk around and look at things,1.0,R_2vkntiwCVTG3x1h
1795,scenario1,5,16.975,go get something to eat,1.0,R_2vkntiwCVTG3x1h
1796,scenario1,6,11.95,put the bag in there and start talking to him,1.0,R_2vkntiwCVTG3x1h
1797,scenario1,7,15.836,put it in there and go get some food,0.8571428571428571,R_2vkntiwCVTG3x1h
1798,scenario1,8,48.918,call my friend on the phone,1.0,R_2vkntiwCVTG3x1h
1799,scenario4,1,12.297,i would wave her over and get a drink,1.0,R_2vkntiwCVTG3x1h
1800,scenario4,2,21.084,i could speak up and ask her what she has,1.0,R_2vkntiwCVTG3x1h
1801,scenario4,3,12.087,i could stand up so she can see me,0.42857142857142855,R_2vkntiwCVTG3x1h
1802,scenario4,4,15.22,hold my hand up so she notices me,1.0,R_2vkntiwCVTG3x1h
1803,scenario4,5,11.07,ignore her because i wasnt thirsty,1.0,R_2vkntiwCVTG3x1h
1804,scenario4,6,10.882,act like i am sleeping,1.0,R_2vkntiwCVTG3x1h
1805,scenario4,7,16.458,watch a movie because i didnt want anything,1.0,R_2vkntiwCVTG3x1h
1806,scenario4,8,3.865,play video games on my phone,1.0,R_2vkntiwCVTG3x1h
1807,scenario5,1,8.68,talk to my coworkers,1.0,R_2vkntiwCVTG3x1h
1808,scenario5,2,5.279,go get a snack,1.0,R_2vkntiwCVTG3x1h
1809,scenario5,3,13.101,invest in stock on my phone,1.0,R_2vkntiwCVTG3x1h
1810,scenario5,4,8.745,grab some water because im thirsty,1.0,R_2vkntiwCVTG3x1h
1811,scenario5,5,6.25,go to the bathroom,1.0,R_2vkntiwCVTG3x1h
1812,scenario5,6,10.88,call my parents and ask them how they are doing,1.0,R_2vkntiwCVTG3x1h
1813,scenario5,7,5.432,check my emails,1.0,R_2vkntiwCVTG3x1h
1814,scenario5,8,13.666,play some candy crush video games,1.0,R_2vkntiwCVTG3x1h
1815,scenario8,1,14.169,push the button to go where i needed,1.0,R_2vkntiwCVTG3x1h
1816,scenario8,2,9.936,greet everyone and say hello,1.0,R_2vkntiwCVTG3x1h
1817,scenario8,3,12.299,stand in the corner and mind my own business,1.0,R_2vkntiwCVTG3x1h
1818,scenario8,4,11.72,play video games on my phone,1.0,R_2vkntiwCVTG3x1h
1819,scenario8,5,8.483,start a conversation with everyone,1.0,R_2vkntiwCVTG3x1h
1820,scenario8,6,18.613,check my emails that i havnt seen for that day,1.0,R_2vkntiwCVTG3x1h
1821,scenario8,7,14.517,stare at the ceiling because im shy,0.42857142857142855,R_2vkntiwCVTG3x1h
1822,scenario8,8,5.979,dig in my coat and act like im busy,0.42857142857142855,R_2vkntiwCVTG3x1h
1823,scenario1,1,8.478,grab a snack,1.0,R_2xyOEKqDtGisEoE
1824,scenario1,2,5.195,find a map ,1.0,R_2xyOEKqDtGisEoE
1825,scenario1,3,11.823,ask for suggestions on what is best,1.0,R_2xyOEKqDtGisEoE
1826,scenario1,4,8.742,get a drink of water,1.0,R_2xyOEKqDtGisEoE
1827,scenario1,5,7.158,look at exhibits,1.0,R_2xyOEKqDtGisEoE
1828,scenario1,6,4.506,apply for a job,1.0,R_2xyOEKqDtGisEoE
1829,scenario1,7,8.808,take pictures,1.0,R_2xyOEKqDtGisEoE
1830,scenario1,8,12.178,befriend someone else by themselves,1.0,R_2xyOEKqDtGisEoE
1831,scenario3,1,15.801,Look through books about places I have never been,1.0,R_2xyOEKqDtGisEoE
1832,scenario3,2,22.972,Look at books that would help me start a new business,1.0,R_2xyOEKqDtGisEoE
1833,scenario3,3,7.357,Look at books that would help me redesign my house,1.0,R_2xyOEKqDtGisEoE
1834,scenario3,4,15.213,Look at biographies,1.0,R_2xyOEKqDtGisEoE
1835,scenario3,5,6.913,apply for a job,1.0,R_2xyOEKqDtGisEoE
1836,scenario3,6,34.092,look for books that would help me when applying for a job,1.0,R_2xyOEKqDtGisEoE
1837,scenario3,7,10.133,read biographies of former world leaders,1.0,R_2xyOEKqDtGisEoE
1838,scenario3,8,26.534,find books about climate change,1.0,R_2xyOEKqDtGisEoE
1839,scenario7,1,7.26,make a pot of coffee,1.0,R_2xyOEKqDtGisEoE
1840,scenario7,2,6.204,listen to loud music,1.0,R_2xyOEKqDtGisEoE
1841,scenario7,3,7.799,put my feet up on the desk,1.0,R_2xyOEKqDtGisEoE
1842,scenario7,4,11.18,change into something more comfortable,1.0,R_2xyOEKqDtGisEoE
1843,scenario7,5,10.461,order food,1.0,R_2xyOEKqDtGisEoE
1844,scenario7,6,21.279,borrow someone else's more comfortable chair,1.0,R_2xyOEKqDtGisEoE
1845,scenario7,7,8.396,look through other people's stuff,0.2857142857142857,R_2xyOEKqDtGisEoE
1846,scenario7,8,10.472,exercise,1.0,R_2xyOEKqDtGisEoE
1847,scenario8,1,6.617,stay silent,1.0,R_2xyOEKqDtGisEoE
1848,scenario8,2,4.205,say hello,1.0,R_2xyOEKqDtGisEoE
1849,scenario8,3,5.743,move to the very back,1.0,R_2xyOEKqDtGisEoE
1850,scenario8,4,3.063,cough,1.0,R_2xyOEKqDtGisEoE
1851,scenario8,5,3.464,fart,1.0,R_2xyOEKqDtGisEoE
1852,scenario8,6,3.219,burp,1.0,R_2xyOEKqDtGisEoE
1853,scenario8,7,4.829,hiccup,1.0,R_2xyOEKqDtGisEoE
1854,scenario8,8,5.427,trip,0.5714285714285714,R_2xyOEKqDtGisEoE
1855,scenario2,1,12.619,Scan other people's plates,0.8571428571428571,R_32K486ijEXVTYbp
1856,scenario2,2,11.035,Load up on a dish I really like,0.7142857142857143,R_32K486ijEXVTYbp
1857,scenario2,3,14.453,Make small talk with other people in line,0.8571428571428571,R_32K486ijEXVTYbp
1858,scenario2,4,15.262,Sample many different dishes,0.8571428571428571,R_32K486ijEXVTYbp
1859,scenario2,5,17.955,Find a seat with a good view,1.0,R_32K486ijEXVTYbp
1860,scenario2,6,14.834,Visit the buffet many times,0.8571428571428571,R_32K486ijEXVTYbp
1861,scenario2,7,9.635,Have a drink of water,1.0,R_32K486ijEXVTYbp
1862,scenario2,8,29.147,Turn my phone to silent while I am eating,0.8571428571428571,R_32K486ijEXVTYbp
1863,scenario3,1,17.205,Ask the librarian for help,0.8571428571428571,R_32K486ijEXVTYbp
1864,scenario3,2,17.178,Consult a computer for help in locating a book,0.8571428571428571,R_32K486ijEXVTYbp
1865,scenario3,3,26.787,Find a quiet place to read,1.0,R_32K486ijEXVTYbp
1866,scenario3,4,29.094,Make sure phone is on silent mode,0.8571428571428571,R_32K486ijEXVTYbp
1867,scenario3,5,24.774,Browse around and take in the scene of the library ,0.8571428571428571,R_32K486ijEXVTYbp
1868,scenario3,6,24.666,Make sure you know the correct title and author of books you are looking for,1.0,R_32K486ijEXVTYbp
1869,scenario3,7,11.257,Remember to be respectful and quiet around others.,1.0,R_32K486ijEXVTYbp
1870,scenario3,8,10.364,Get lost in a book,0.8571428571428571,R_32K486ijEXVTYbp
1871,scenario4,1,17.053,Get a drink from the flight attendant ,0.8571428571428571,R_32K486ijEXVTYbp
1872,scenario4,2,8.305,Recline in my seat,1.0,R_32K486ijEXVTYbp
1873,scenario4,3,7.746,Read a book,1.0,R_32K486ijEXVTYbp
1874,scenario4,4,9.751,Watch a show on my phone,1.0,R_32K486ijEXVTYbp
1875,scenario4,5,7.087,Use the restroom,0.8571428571428571,R_32K486ijEXVTYbp
1876,scenario4,6,4.369,Sleep,1.0,R_32K486ijEXVTYbp
1877,scenario4,7,9.447,Talk to my seat mate,0.7142857142857143,R_32K486ijEXVTYbp
1878,scenario4,8,6.058,Plan a schedule for the week,0.8571428571428571,R_32K486ijEXVTYbp
1879,scenario5,1,13.929,Go over the main points of what I want to accomplish ,1.0,R_32K486ijEXVTYbp
1880,scenario5,2,14.728,Question myself about my material ,1.0,R_32K486ijEXVTYbp
1881,scenario5,3,17.215,Recall any issues with previous meetings,0.8571428571428571,R_32K486ijEXVTYbp
1882,scenario5,4,14.464,Rehearse my material and delivery ,1.0,R_32K486ijEXVTYbp
1883,scenario5,5,16.139,Go over my material and presentation in my head,1.0,R_32K486ijEXVTYbp
1884,scenario5,6,15.174,Make sure to put my phone on silent ,1.0,R_32K486ijEXVTYbp
1885,scenario5,7,15.815,Breath deeply and relax ,1.0,R_32K486ijEXVTYbp
1886,scenario5,8,33.92,Focus on my main strengths ,1.0,R_32K486ijEXVTYbp
1887,scenario1,1,4.307,leave,0.5714285714285714,R_33fK4wGeAlcJhLQ
1888,scenario1,2,3.772,stay,1.0,R_33fK4wGeAlcJhLQ
1889,scenario1,3,3.306,walk,1.0,R_33fK4wGeAlcJhLQ
1890,scenario1,4,2.897,sit,0.8571428571428571,R_33fK4wGeAlcJhLQ
1891,scenario1,5,5.422,observe others,0.8571428571428571,R_33fK4wGeAlcJhLQ
1892,scenario1,6,4.986,look at art,1.0,R_33fK4wGeAlcJhLQ
1893,scenario1,7,7.69,go to gift shop,0.8571428571428571,R_33fK4wGeAlcJhLQ
