rowNo,type,stimFormat,condition1,condition2,ITI,random,randomBlock,responseType,head,required,responseOptions,pageName,pageBreak,ITI_ms,timestamp,response,RT,correct,responseCode,GMT_timestamp,local_timestamp,link,id,age,sex,education,handedness,completionCode
73,form,word,BDI,Crying,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,"I don't cry anymore than I used to.;I cry more than I used to.;I cry over every little thing.;I feel like crying, but I can't.",Please select the statement that is most accurate in your experience.,NA,NA,547572,I don't cry anymore than I used to.,65279,0,1,2021-08-26_17:36:28,2021-08-26_13:36:28,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1FE63K1QT776M&assignmentId=3NC5L260MSSCTKYLG6YN3E3R21ZFOF&a=0LCN4&tp_a=0LCN4&b=3NC5L260MSSCTKYLG6YN3E3R21ZFOF&tp_b=3NC5L260MSSCTKYLG6YN3E3R21ZFOF&c=315514&tp_c=315514,A1FE63K1QT776M,25,male,College or Technical school,right-handed,zF8WIlPsnvlBeiFq
82,form,word,BDI,Concentration Difficulty,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I can concentrate as well as ever.;I can't concentrate as well as usual.;It's hard to keep my mind on anything for very long.;I find I can't concentrate on anything.,Please select the statement that is most accurate in your experience.,NA,NA,547572,I can concentrate as well as ever.,65279,0,1,2021-08-26_17:36:28,2021-08-26_13:36:28,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1FE63K1QT776M&assignmentId=3NC5L260MSSCTKYLG6YN3E3R21ZFOF&a=0LCN4&tp_a=0LCN4&b=3NC5L260MSSCTKYLG6YN3E3R21ZFOF&tp_b=3NC5L260MSSCTKYLG6YN3E3R21ZFOF&c=315514&tp_c=315514,A1FE63K1QT776M,25,male,College or Technical school,right-handed,zF8WIlPsnvlBeiFq
33,form,word,Erica,NA,NA,NA,6,box,Answer 1,1,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",NA,NA,523900,Call 911 or animal services.,125474,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
34,form,word,Erica,NA,NA,NA,6,box,Answer 2,1,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",NA,NA,523900,Try to open the car door.,125474,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
35,form,word,Erica,NA,NA,NA,6,box,Answer 3,1,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",NA,NA,523900,Enter the mall and have someone make an announcement over the intercom.,125474,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
36,form,word,Erica,NA,NA,NA,6,box,Answer 4,NA,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",NA,NA,523900,Break a window and get the dog some water.,125474,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
37,form,word,Erica,NA,NA,NA,6,box,Answer 5,NA,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",NA,NA,523900,Stay by the car until the owner comes back to ensure the worst does not happen to the dog.,125474,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
38,form,word,Erica,NA,NA,NA,6,box,Answer 6,NA,NA,"You are leaving the mall on a hot summer day. In the parking lot, you notice a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.<br><br>In this situation, what are some things you could do?",1,NA,523900,NA,125474,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
9,form,word,Brian,NA,NA,NA,2,box,Answer 1,1,NA,"You are the evening manager at a bakery. Near the end of the day, you realize that $50.75 is missing from the register and that you are responsible for accounting for the money at the end of the day. You know you have to make sure the register is balanced or the manager will make the entire staff work overtime to make up for it.<br><br>In this situation, what are some things you could do?",NA,NA,654369,Pay the money out of your own pocket.,129936,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
10,form,word,Brian,NA,NA,NA,2,box,Answer 2,1,NA,"You are the evening manager at a bakery. Near the end of the day, you realize that $50.75 is missing from the register and that you are responsible for accounting for the money at the end of the day. You know you have to make sure the register is balanced or the manager will make the entire staff work overtime to make up for it.<br><br>In this situation, what are some things you could do?",NA,NA,654369,Ask for you coworkers to split the difference so they all pay something.,129936,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
11,form,word,Brian,NA,NA,NA,2,box,Answer 3,1,NA,"You are the evening manager at a bakery. Near the end of the day, you realize that $50.75 is missing from the register and that you are responsible for accounting for the money at the end of the day. You know you have to make sure the register is balanced or the manager will make the entire staff work overtime to make up for it.<br><br>In this situation, what are some things you could do?",NA,NA,654369,Lie and say the register is balanced.,129936,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
12,form,word,Brian,NA,NA,NA,2,box,Answer 4,NA,NA,"You are the evening manager at a bakery. Near the end of the day, you realize that $50.75 is missing from the register and that you are responsible for accounting for the money at the end of the day. You know you have to make sure the register is balanced or the manager will make the entire staff work overtime to make up for it.<br><br>In this situation, what are some things you could do?",NA,NA,654369,Leave early before you are forced to work overtime.,129936,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
13,form,word,Brian,NA,NA,NA,2,box,Answer 5,NA,NA,"You are the evening manager at a bakery. Near the end of the day, you realize that $50.75 is missing from the register and that you are responsible for accounting for the money at the end of the day. You know you have to make sure the register is balanced or the manager will make the entire staff work overtime to make up for it.<br><br>In this situation, what are some things you could do?",NA,NA,654369,NA,129936,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
14,form,word,Brian,NA,NA,NA,2,box,Answer 6,NA,NA,"You are the evening manager at a bakery. Near the end of the day, you realize that $50.75 is missing from the register and that you are responsible for accounting for the money at the end of the day. You know you have to make sure the register is balanced or the manager will make the entire staff work overtime to make up for it.<br><br>In this situation, what are some things you could do?",1,NA,654369,NA,129936,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
3,form,word,Heinz,NA,NA,NA,1,box,Answer 1,1,NA,"Your significant other has recently fallen ill and needs an expensive medication that is not covered by your medical insurance. You do not have the money needed to purchase the expensive prescription medication, but you know that it is vital for them to have it if they are going to recover.<br><br>In this situation, what are some things you could do?",NA,NA,763649,Start a GoFundMe to raise money.,108771,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
4,form,word,Heinz,NA,NA,NA,1,box,Answer 2,1,NA,"Your significant other has recently fallen ill and needs an expensive medication that is not covered by your medical insurance. You do not have the money needed to purchase the expensive prescription medication, but you know that it is vital for them to have it if they are going to recover.<br><br>In this situation, what are some things you could do?",NA,NA,763649,Ask friends and family for help.,108771,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
5,form,word,Heinz,NA,NA,NA,1,box,Answer 3,1,NA,"Your significant other has recently fallen ill and needs an expensive medication that is not covered by your medical insurance. You do not have the money needed to purchase the expensive prescription medication, but you know that it is vital for them to have it if they are going to recover.<br><br>In this situation, what are some things you could do?",NA,NA,763649,Try to see if there is any alternative medication.,108771,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
6,form,word,Heinz,NA,NA,NA,1,box,Answer 4,NA,NA,"Your significant other has recently fallen ill and needs an expensive medication that is not covered by your medical insurance. You do not have the money needed to purchase the expensive prescription medication, but you know that it is vital for them to have it if they are going to recover.<br><br>In this situation, what are some things you could do?",NA,NA,763649,Get additional insurance to cover the cost.,108771,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
7,form,word,Heinz,NA,NA,NA,1,box,Answer 5,NA,NA,"Your significant other has recently fallen ill and needs an expensive medication that is not covered by your medical insurance. You do not have the money needed to purchase the expensive prescription medication, but you know that it is vital for them to have it if they are going to recover.<br><br>In this situation, what are some things you could do?",NA,NA,763649,Get the medication but refuse to pay (or write a bad check),108771,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
8,form,word,Heinz,NA,NA,NA,1,box,Answer 6,NA,NA,"Your significant other has recently fallen ill and needs an expensive medication that is not covered by your medical insurance. You do not have the money needed to purchase the expensive prescription medication, but you know that it is vital for them to have it if they are going to recover.<br><br>In this situation, what are some things you could do?",1,NA,763649,NA,108771,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
15,form,word,Mary,NA,NA,NA,3,box,Answer 1,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,885551,Explain to the teacher/professor what happened.,121363,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
16,form,word,Mary,NA,NA,NA,3,box,Answer 2,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,885551,Phone your mom and ask if she can drop the assignment off.,121363,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
17,form,word,Mary,NA,NA,NA,3,box,Answer 3,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,885551,Attempt to recreate and finish the assignment just prior to class.,121363,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
18,form,word,Mary,NA,NA,NA,3,box,Answer 4,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,885551,Have your mom photo the assignment to prove to your professor you will turn it in later that day.,121363,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
19,form,word,Mary,NA,NA,NA,3,box,Answer 5,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,885551,NA,121363,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
20,form,word,Mary,NA,NA,NA,3,box,Answer 6,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",1,NA,885551,NA,121363,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
39,form,word,Daniel,NA,NA,NA,7,box,Answer 1,1,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,1001808,Immediately phone the taxi company.,115742,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
40,form,word,Daniel,NA,NA,NA,7,box,Answer 2,1,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,1001808,Explain what happened to your sister.,115742,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
41,form,word,Daniel,NA,NA,NA,7,box,Answer 3,1,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,1001808,Try to find an alternative ring for the time being.,115742,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
42,form,word,Daniel,NA,NA,NA,7,box,Answer 4,NA,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,1001808,Purposely delay the wedding so you have time to get the ring back.,115742,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
43,form,word,Daniel,NA,NA,NA,7,box,Answer 5,NA,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,1001808,NA,115742,0,NA,2021-08-26_17:27:24,2021-08-26_12:27:24,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=A1W7I6FN183I8F&assignmentId=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&a=ZOKS4&tp_a=ZOKS4&b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&tp_b=3SKRO2GZ75X2DEJYBFR97VIOHMZK1S&c=315514&tp_c=315514,A1W7I6FN183I8F,32,male,Bachelor degree,right-handed,2YDxURjnkeuy1O3V
